OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,SHAPE_Length,SHAPE_Area
168,Spring City,C,976,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1119,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,741,87,77,1,10,0,654,821.7,97,85.5,0.9,10.6,0,724.7,637.6,193.7,443.9,0,17632.21653,4351654.439
169,Wales Town Water System,C,978,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1167,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,189,122,114,7,1,0,68,70,45,42.2,2.6,0.3,0,25,130.4,0,130.4,0,4147.431202,1022708.13
170,Lynndyl Town Water System,C,663,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11155,Utah,Millard,Sevier River,5/2/2003,Fool Creek,371,371,285,51,36,0,0,45.8,45.8,35.1,6.3,4.4,0,0,403.5,403.5,0,0,17613.15191,8694744.316
171,Moroni City,C,981,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1100,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,535,61,45,3,11,2,474,873.4,99.7,74.1,4.6,18.1,2.9,773.7,560.9,560.9,0,0,7014.564076,2627857.395
172,Wellington City,C,191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1132,Utah,Carbon,West Colorado River,8/1/2003,Price River,107,107,84,6,14,3,0,192.5,192.5,151,11.5,25.4,4.6,0,0,0,0,0,44749.45723,12921213.69
173,Leamington Town Water System,C,667,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1024,Utah,Millard,Sevier River,5/2/2003,Fool Creek,344,275,255,5,2,14,69,96.6,77.2,71.6,1.3,0.5,3.8,19.3,301.4,161.4,140,0,8445.605549,3963734.175
174,Levan Town Water System,C,582,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1048,Utah,Juab,Sevier River,5/2/2001,Levan,428,202,162,4,35,0,226,407.7,192.1,154.7,3.7,33.8,0,215.6,968.5,242.1,726.4,0,6764.18614,2095748.528
175,Mt. Pleasant City,C,975,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1070,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,279,111,61,19,32,0,168,1131.3,451.7,246.1,76.7,128.9,0.1,679.6,1417.2,842.6,574.6,0,28392.31314,12199261.78
176,East Carbon City,C,192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1015,Utah,Carbon,West Colorado River,8/1/2003,Price River,194,194,24,1,13,156,0,371.4,371.4,45.3,2.6,25.6,298,0,2744,0,0,2744,40529.87087,25384034.66
177,Price Municipal Corp.,C,187,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1335,Utah,Carbon,West Colorado River,8/1/2003,Price River,228,222,135,24,61,2,7,2141.5,2079.9,1264,225.6,576,14.3,61.6,4527.9,0,2897.9,1630,38962.07697,17499608.07
178,Fountain Green,C,971,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1217,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,381,181,140,3,4,33,201,424.9,201.3,155.9,3.6,4.8,37,223.7,754.5,30,724.5,0,30180.68384,8619447.818
179,Fairview City Water System,C,980,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1249,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,415,116,109,3,3,2,299,875.6,245.3,229.1,5.6,6.2,4.4,630.3,532.7,427.7,104.9,0,25809.38139,5661874.274
180,Price River WID,C,199,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1247,Utah,Carbon,West Colorado River,8/1/2003,Price River,163,163,140,7,8,8,0,1272,1272,1095.1,57.4,60.4,59.1,0,6328.1,0,0,6328.1,224717.6824,477246818.3
181,Helper City,C,185,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1309,Utah,Carbon,West Colorado River,8/1/2003,Price River,188,119,82,21,15,1,70,476.7,300.7,206.7,52.8,38.4,2.8,176,1871,499,1372,0,14884.81483,4662309.192
182,Nephi City,C,584,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1192,Utah,Juab,Utah Lake,4/1/2002,Nephi,344,250,178,32,13,26,94,2295,1666.1,1189,213,89.1,175,628.9,5891.5,2824.7,3066.8,0,24609.72333,11833680.09
183,Elk Ridge Town,C,1321,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1159,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,181,181,152,14,15,0,0,851.5,851.5,715.3,65.9,70.3,0,0,915,915,0,0,21009.46288,7049652.323
184,Woodland Hills City,C,1318,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1405,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,171,171,166,0,6,0,0,289.7,289.7,280.1,0,9.6,0,0,371.1,371.1,0,0,13214.30606,6554918.679
185,Covered Bridge Canyon HOA,C,1315,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1029,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,129,129,129,0,0,0,0,41.3,41.3,41.3,0,0,0,0,62,62,0,0,7675.286437,2074912.905
186,Genola City,C,1303,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1076,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,148,148,122,13,2,10,0,238.9,238.9,197.4,21.8,3.4,16.3,0,435.8,435.8,0,0,41394.68948,36755359.98
187,Payson City Water System,C,1312,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1166,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,184,125,69,10,8,38,59,4091.4,2781.3,1531.2,229.4,171.1,849.7,1310.1,4854.6,3954.6,900,0,54825.08868,36376971.05
188,Bradford Acres Water Assoc.,C,1345,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11275,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,609,609,609,0,0,0,0,23.2,23.2,23.2,0,0,0,0,53.1,53.1,0,0,2451.4639,289015.0084
189,Salem City,C,1292,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1035,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,260,72,60,10,1,0,188,2364.1,654.3,546.5,95,12.9,0,1709.8,4425.7,3510.7,915,0,40909.84769,28417779.57
190,Mapleton City,C,1309,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1220,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,225,167,147,7,12,0,58,2648.5,1968.5,1738,86.9,142.3,1.2,680,6237.5,4055.5,2182,0,32311.93243,30688895.6
191,Spanish Fork City,C,1294,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1257,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,198,67,46,9,6,5,131,9440.7,3173.3,2211.1,423.1,287.1,252,6267.5,10114.5,331.9,9782.6,0,99771.78664,44796881.26
192,Springville City,C,1296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1343,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,270,219,139,41,21,19,51,10082.5,8179.7,5169.4,1526.2,776.5,707.5,1902.9,11773.6,5710,6063.6,0,57866.2404,42328056.74
193,Myton City,C,297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1102,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,344,206,168,24,13,1,138,261.6,156.7,127.9,18.6,9.7,0.4,105,0.6,0,0,0.6,12204.82434,4108548.16
194,East Duchesne Culinary WID,C,333,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1362,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,649,597,178,307,20,92,52,799.3,735.1,219.2,378.1,24.7,113.1,64.1,346.4,0,0,346.4,102831.0771,283692909
195,Utah State Hospital,C,1376,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11579,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,110,104,0,0,104,0,6,160.6,152,0,0,152,0,8.6,1253.7,363.2,890.5,0,2912.113875,447005.81
196,Fruitland Water SSD,C,340,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1441,Utah,Duchesne,Uintah,7/3/2003,Fruitland,575,575,558,10,8,0,0,76.7,76.7,74.4,1.3,1,0,0,225,0,150,75,56459.84749,92412526.67
197,Ouray Park WID,C,1264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1327,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,567,259,258,1,1,0,308,203.4,92.9,92.4,0.3,0.2,0,110.5,0,0,0,0,68235.17113,173655681.2
198,Fairfield Culinary Water System,C,1302,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11211,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,502,174,147,0,27,0,328,25.9,9,7.6,0,1.4,0,16.9,13.5,0,13.5,0,40590.63288,63946234.92
199,Mona Town Water System,C,583,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1147,Utah,Juab,Utah Lake,4/1/2002,Nephi,380,112,108,1,0,2,268,809.2,238.6,230.9,2.1,0.9,4.8,570.6,591,203.6,387.4,0,14837.87447,6639676.755
200,Rocky Ridge Town Water System,C,598,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1432,Utah,Juab,Utah Lake,4/1/2002,Nephi,85,85,80,2,3,0,0,80.8,80.8,76.4,1.6,2.8,0,0,124,124,0,0,12772.76929,4386111.774
201,Goshen Town Water System,C,1304,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1246,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,349,246,201,3,37,7,102,365.2,257.9,210.1,2.7,38.2,6.9,107.3,689.2,169.2,520,0,7584.077961,1964547.795
202,Eureka Town,C,585,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1036,Utah,Juab,Sevier River,5/2/2001,Levan,96,87,77,2,9,0,8,87.9,80.2,70.5,1.7,8,0,7.8,469.4,469.4,0,0,27824.04367,8501451.509
203,Elberta,C,1301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1196,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,401,401,354,0,47,0,0,94.2,94.2,83.2,0,11,0,0,50.9,50.9,0,0,13067.6132,10617040.63
204,Goosenest Water Co.,C,1324,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1424,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,1090,1090,442,647,0,0,0,116,116,47.1,68.9,0,0,0,140.4,48.4,92,0,3520.069546,368166.8831
205,Johnson Water District,C,301,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1021,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,938,883,180,17,0,686,55,2228.2,2097.8,428.1,41.2,0,1628.4,130.4,150.1,113,36.5,0.6,170556.769,241780706.1
206,White Hills Subdivision,C,1395,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1446,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,132,132,128,0,4,0,0,66.7,66.7,64.7,0,2,0,0,2171.9,2171.9,0,0,19398.82859,17285796.07
207,Provo City,C,1297,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1010,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,184,184,108,59,17,0,0,24243.7,24243.7,14246.5,7778.6,2171.3,47.4,0,49135,22510,10070,16555,92220.49067,113904549.7
208,Springdell Plat A & B,C,1323,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11350,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,877,877,822,0,55,0,0,49.1,49.1,46,0,3.1,0,0,123.9,0,123.9,0,2864.265039,277912.385
209,Cedar Fort Water System,C,1300,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1096,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,363,194,170,4,19,2,169,157.4,84.3,73.7,1.8,8.1,0.7,73.1,379.5,17.3,362.2,0,37431.17487,54590301.28
210,Roosevelt City Water System,C,299,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1055,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,403,228,98,61,20,49,175,3385,1915,826.2,510.2,165.5,413.2,1470,5109.5,3877.9,0,1231.6,62638.10939,51969524.21
211,Taylorsville-Bennion Improvement District,C,802,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1277,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,161,161,126,12,21,1,0,12612,12612,9903.1,946.5,1646.2,116.2,0,1689.6,1080,609.6,0,33480.12217,30795648.05
212,Jordanelle SSD,C,1511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10857,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,355,291,251,40,0,0,64,1514.3,1241.4,1070.4,171,0,0,272.9,12565.9,1003.2,0,11562.7,110685.3916,105386406.4
213,Boundary Spring Water Co.,C,826,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1376,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,1555,1555,1555,0,0,0,0,311.8,311.8,311.8,0,0,0,0,1137.4,0,1137.4,0,2762.871047,440294.325
214,Holliday Water Co.,C,792,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1104,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,433,236,208,11,17,0,197,7279.1,3965.9,3491.6,191.3,283,0,3313.2,5779,2840,1840,1099,18698.55067,6605289.196
215,Marion Waterworks Co.,C,1077,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1270,Utah,Summit,Weber River,2/1/2002,Kamas Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8,80.7,47.1,0,13676.69053,10502904.55
216,Ballard WID,C,1256,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1124,Utah,Uintah,Uintah,7/3/2013,Roosevelt Duchesne,233,211,153,31,8,19,22,295,266.8,193.2,39.1,10.5,24,28.2,0,0,0,0,34066.07965,49128198.69
217,Lindon City,C,1307,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1054,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,365,107,60,24,1,22,258,4674.9,1369,764.2,308.5,11.5,284.7,3305.9,3691.2,3098.7,592.5,0,29426.95142,22124695.46
218,Canyon Meadows Mutual Water Co.,C,1496,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11276,Utah,Wasatch,Utah Lake,4/1/2010,Utah Valley,223,223,222,0,1,0,0,22.5,22.5,22.4,0,0.1,0,0,160,0,0,160,2509.490053,453654.1393
219,Tabiona Town Water System,C,298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1189,Utah,Duchesne,Uintah,7/3/2007,Tabiona,71,71,58,1,12,0,0,25.4,25.4,20.9,0.2,4.3,0,0,71,0,71,0,2869.761108,270844.4983
220,Pleasant Grove City,C,1313,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1298,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,215,68,39,28,1,0,148,9180.4,2882.4,1643.3,1191.9,47.2,0,6298,12097.4,10569.2,1528.2,0,34363.29144,23546289.51
221,Wallsburg Town Water System,C,1447,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1061,Utah,Wasatch,Utah Lake,4/1/2008,Wallsburg,370,137,112,2,19,4,233,120.3,44.5,36.5,0.6,6.1,1.2,75.8,116.5,29.7,86.8,0,6559.832374,1318733.375
222,Eagle Mountain City,C,1416,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1431,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,159,152,125,6,19,2,7,6785.8,6502.7,5340.2,277.1,799.8,85.6,283.1,4099.5,4099.5,0,0,66736.58292,117926753.4
223,North Fork SSD,C,1388,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11250,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,134,134,53,78,0,2,0,224.8,224.8,89.6,131.7,0.1,3.5,0,434,0,434,0,21909.59714,15456072
224,American Fork City,C,1299,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1135,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,282,76,50,21,4,0,205,9600.2,2596.8,1720,733,142,1.8,7003.4,16984.7,11641.8,5342.9,0,48677.88858,24986781.43
225,Saratoga Springs City,C,1413,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1444,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,166,41,34,6,1,0,125,6154.3,1517.4,1261,216,40.1,0.3,4636.9,2935,2935,0,0,75290.55639,57538618.33
226,Cedar Hills Town Water System,C,1412,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1404,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,59,59,47,2,9,0,0,686.6,686.6,547.8,28.6,110.3,0,0,118.7,118.7,0,0,23137.24262,7054569.496
227,Duchesne County Upper Country WID,C,341,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1418,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,357,194,153,8,4,29,163,947.5,515.8,405.7,21.3,11.1,77.7,431.7,1413.3,0,315,1098.3,99895.62882,305047082.8
228,Neola Water and Sewer District,C,300,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1274,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,186,147,142,1,4,0,40,103.8,81.7,79,0.3,2.4,0,22,120.1,0,120,0.1,34336.85492,16588959.58
229,Highland City,C,1305,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10888,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,59,59,54,3,1,0,0,1241.4,1241.4,1143.7,66.8,28.4,2.5,0,3631.8,3631.8,0,0,34879.25037,22354463.29
230,Storm Haven Residents,C,1458,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1420,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,325,77,77,0,0,0,247,65.5,15.6,15.6,0,0,0,49.9,44.4,44.4,0,0,5834.201685,626464.0664
231,Lehi City,C,1306,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1265,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,282,60,50,9,1,1,221,19790.3,4248.8,3495.8,649.5,45.2,58.4,15541.5,3633.9,3023.2,610.7,0,49095.05729,61767717.67
232,Vernal City Water System,C,1262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1040,Utah,Uintah,Uintah,7/2/2003,Vernal,208,208,125,41,43,0,0,2217.5,2217.5,1325.3,432.7,459.5,0,0,6725.5,0,0,6725.5,34645.79784,11998650.87
233,Alpine Cove Water SSD,C,1400,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1448,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,193,193,193,0,0,0,0,85.4,85.4,85.4,0,0,0,0,114.6,114.6,0,0,2630.068947,345998.78
234,Center Creek Water System,C,1440,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1188,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,335,108,108,0,0,0,226,131.1,42.5,42.5,0,0,0,88.6,185.1,0,185.1,0,6927.021977,1474609.94
235,Charleston WCD,C,1441,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1263,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,322,322,129,6,6,181,0,175,175,70.3,3.1,3.2,98.5,0,181,90.5,90.5,0,17452.34302,7844835.746
236,Webb Well Water Users,C,827,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1152,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,240,177,177,0,0,0,63,64.4,47.6,47.6,0,0,0,16.8,136.5,136.5,0,0,3404.955373,581403.675
237,Daniel Municipal Water,C,1443,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1142,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,148,47,45,0,1,0,101,182,57.3,55.8,0,1.5,0,124.7,210.3,105.2,105.2,0,23508.58977,7258949.738
238,Alpine City,C,1298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1141,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,456,61,59,1,1,1,394,5576.2,751,720.3,14.9,9.4,6.4,4825.2,5767.5,928.1,4839.4,0,27520.5936,20282598.15
239,Tridell-Lapoint WID,C,1260,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1129,Utah,Uintah,Uintah,7/3/2013,Roosevelt Duchesne,256,256,159,7,56,35,0,424.3,424.3,263.1,11.3,92.3,57.6,0,724.5,0,0,724.5,65876.01526,127089445
240,Hi-Country Number 2,C,882,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1316,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,121,121,121,0,0,0,0,91,91,91,0,0,0,0,53,53,0,0,15673.60772,9395311.609
241,Bluffdale Water System,C,786,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1264,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,169,157,122,7,28,0,12,2927,2721.8,2108.3,124,489.5,0,205.2,0,0,0,0,36510.64331,26184355.86
242,Woodland South Hills Irrigation,C,1480,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1399,Utah,Wasatch,Utah Lake,4/1/2006,Woodland,137,54,54,0,0,0,83,15.3,6.1,6.1,0,0,0,9.2,28.3,28.3,0,0,5713.752071,1295515.575
243,Francis Town Water System,C,1073,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1191,Utah,Summit,Utah Lake,4/1/2007,Provo River Reservoirs,183,183,176,2,5,0,0,289.2,289.2,278.7,2.7,7.7,0,0,289.2,185.6,103.5,0,28107.23936,6726886.389
244,Ashley Valley Water & Sewer,C,1263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1349,Utah,Uintah,Uintah,7/2/2003,Vernal,318,228,191,5,33,0,90,5065.2,3631.5,3036.4,73.9,521.2,0,1433.6,5499.2,0,3499.2,2000,127708.44,188787135.6
245,Salt Lake County Service Area No 3 - Snowbird,C,810,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11244,Utah,Salt Lake,Jordan River,3/1/2007,Little Cottonwood Creek,125,125,2,47,0,76,0,505.1,505.1,8.2,189.8,0,307.1,0,560,0,560,0,13966.33822,8693233.313
246,West Jordan City Water System,C,801,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1177,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,194,180,120,17,34,8,14,22276.1,20695.8,13810.1,1960.5,3953.9,971.3,1580.4,3000,3000,0,0,47753.29867,79370391.37
247,Kamas City Water System,C,1076,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1101,Utah,Summit,Weber River,2/1/2002,Kamas Valley,223,213,161,19,33,0,10,540.2,515.8,389.3,46.1,80.5,0,24.3,800,167.2,632.9,0,20426.85609,9499872.83
248,Kearns Improvement District,C,793,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1017,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,144,144,100,17,16,11,0,8335.2,8335.2,5762.4,996.6,916.9,659.3,0,1816,1816,0,0,24376.5173,26389086.75
249,Park City Water System,C,1080,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1260,Utah,Summit,Weber River,2/1/2006,East Canyon,450,421,224,104,15,78,29,4117,3848.2,2052.7,950.8,134.9,709.8,268.8,7013,3867,76,3070,50561.58728,45809262.98
250,Murray City Water System,C,804,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1009,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,229,212,136,51,24,1,17,9609.9,8899.9,5722.5,2134.5,1020.4,22.6,710,13958,12823,1135,0,28045.71399,24722312.96
251,Wooden Shoe Water Co.,C,1116,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11202,Utah,Summit,Weber River,2/1/2002,Kamas Valley,167,167,167,0,0,0,0,9.4,9.4,9.4,0,0,0,0,10,0,10,0,4902.715274,958955.545
