OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
249,Webb Well Water Users,C,827,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1152,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,434,250,250,0,0,0,184,184,0,0,0,87.52,50.45,50.45,0,0,0,37.07,37.07,0,0,0,136.5,136.5,0,0,4482.97197266663,1006530.7282175
250,Daniel Municipal Water,C,1443,https://waterlink.utah.gov/deqWater/reports.html?systemId=511,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,192,69,67,0,2,0,123,123,0,0,0,185.76,67,65,0,2,0,118.76,118.76,0,0,0,210.3,105.15,105.15,0,30913.9250426878,12565496.2647169
251,Alpine City,C,1298,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1141,Utah,Utah,Utah Lake,04-01-10,Utah Valley,452,70,68,1,1,1,381,317,7,57,0,5233.32,815.77,786.72,10.28,7.67,11.09,4417.55,3674.33,86.56,656.66,0,5767.52,928.12,4839.4,0,42432.194836174,33239256.9008484
252,Tridell-Lapoint WID,C,1260,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1129,Utah,Uintah,Uintah,07-03-13,Roosevelt Duchesne,364,241,143,41,57,0,123,123,0,0,0,489,323.74,192.7,54.59,76.45,0,165.26,165.26,0,0,0,724.5,0,0,724.5,86601.3905227573,219512532.697988
253,Hi-Country Number 2,C,882,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1316,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,113,113,113,0,0,0,0,0,0,0,0,82.1,82.1,82.1,0,0,0,0,0,0,0,0,53,53,0,0,20652.4255109882,16262700.7239346
254,Bluffdale Water System,C,786,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1264,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,312,180,138,12,29,0,132,114,0,19,0,4193.13,2413.13,1848.97,167.85,396.32,0,1780,1528,0,252,0,0,0,0,0,42600.2941391637,44811713.6033453
255,Woodland South Hills Irrigation,C,1480,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1399,Utah,Wasatch,Utah Lake,04-01-06,Woodland,197,66,66,0,0,0,131,131,0,0,0,19.87,6.67,6.67,0,0,0,13.2,13.2,0,0,0,28.25,28.25,0,0,7528.64225273529,2249934.79680683
256,Francis Town Water System,C,1073,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1191,Utah,Summit,Utah Lake,04-01-07,Provo River Reservoirs,364,265,242,1,22,0,99,93,0,6,0,481.42,350.55,320.45,0.84,29.26,0,130.87,122.41,0,8.46,0,289.15,185.62,103.53,0,37051.6418884245,11693564.0807432
257,Ashley Valley Water & Sewer,C,1263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1349,Utah,Uintah,Uintah,07-02-03,Vernal,316,251,210,14,27,0,65,65,0,0,0,3505.91,2785.31,2330.87,157.64,296.24,0.56,720.6,720.6,0,0,0,5499.2,0,3499.16,2000,167851.175880741,326148209.559314
258,Salt Lake County Service Area No 3 - Snowbird,C,810,https://waterlink.utah.gov/deqWater/reports.html?systemId=1353,Utah,Salt Lake,Jordan River,03-01-07,Little Cottonwood Creek,155,155,2,100,0,53,0,0,0,0,0,626.98,626.98,8.22,405.03,0,213.73,0,0,0,0,0,560,0,560,0,18407.8365482946,15092535.3722204
259,West Jordan City Water System,C,801,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1177,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,165,156,96,54,6,0,8,0,0,8,0,20457.36,19425.1,11959.53,6723.65,741.91,0,1032.27,59.28,0,972.99,0,3000,3000,0,0,62905.7780062214,137840968.180938
260,Kamas City Water System,C,1076,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1101,Utah,Summit,Weber River,02-01-02,Kamas Valley,362,351,256,41,54,0,11,11,0,0,0,765.89,742.64,541.11,86.67,114.86,0,23.25,23.25,0,0,0,800,167.15,632.85,0,26944.9074906196,16533360.0913574
261,Kearns Improvement District,C,793,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1017,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,140,140,99,13,15,12,0,0,0,0,0,7973,7973,5631,765,874,703,0,0,0,0,0,1816,1816,0,0,32144.1887292208,45914108.2014893
262,Park City Water System,C,1080,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1260,Utah,Summit,Weber River,02-01-06,East Canyon,442,344,176,96,20,53,98,3,0,94,0,4265.82,3322.46,1698.73,922.56,193.15,508.02,943.35,33.09,0,910.27,0,7013,3867,76,3070,66704.0290018938,79712459.7363441
263,Murray City Water System,C,804,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1009,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,269,209,134,50,26,0,60,15,0,45,0,11147.65,8668.46,5532.08,2059.47,1059.42,17.48,2479.19,635.14,0,1844.05,0,13958,12823,1135,0,35034.2057796456,42923433.7255105
264,Wooden Shoe Water Co.,C,1116,https://waterlink.utah.gov/deqWater/reports.html?systemId=1697,Utah,Summit,Weber River,02-01-02,Kamas Valley,306,145,145,0,0,0,161,161,0,0,0,17.11,8.1,8.1,0,0,0,9.01,9.01,0,0,0,10,0,10,0,6474.51412628066,1671907.71446462
265,South Salt Lake City Water System,C,811,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1339,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,167,167,77,91,0,0,0,0,0,0,0,2258.06,2258.06,1037.23,1220.82,0,0,0,0,0,0,0,3157,3157,0,0,20523.1655198928,17201708.5956683
266,Peoa Pipeline Co.,C,1082,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1156,Utah,Summit,Weber River,02-01-02,Kamas Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,353,0,9801.98296530178,5493324.89641469
267,Oakley Town Water System,C,1079,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1329,Utah,Summit,Weber River,02-01-02,Kamas Valley,334,262,260,1,0,0,72,64,0,9,0,718.5,563.03,560,2.33,0.7,0,155.47,136.58,0,18.89,0,963,424,539,0,34641.6416496191,31948269.2811523
268,Mountain Regional Water SSD,C,1186,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1391,Utah,Summit,Weber River,02-01-02,Kamas Valley,390,176,144,31,0,0,214,2,0,212,0,3171.9,1429.71,1174.09,255.63,0,0,1742.19,16.62,0,1725.57,0,8813,8611.24,201.76,0,176782.429846494,159484399.163692
269,Magna Water District,C,795,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1294,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,115,102,92,9,0,0,13,7,6,0,0,4594.34,4075.55,3698.78,370.4,6.37,0,518.79,267.19,251.6,0,0,4308.6,4308,0,0.6,38222.7369788696,45382841.2589964
270,Summit County Service Area #3,C,1157,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1397,Utah,Summit,Weber River,02-01-06,East Canyon,188,188,175,10,4,0,0,0,0,0,0,78.87,78.87,73.33,4,1.53,0,0,0,0,0,0,285,285,0,0,50965.6353730819,32908924.5192827
271,Bridge Hollow Water Association,C,1167,https://waterlink.utah.gov/deqWater/reports.html?systemId=175,Utah,Summit,Weber River,02-01-02,Kamas Valley,130,130,130,0,0,0,0,0,0,0,0,8.72,8.72,8.72,0,0,0,0,0,0,0,0,42,42,0,0,12046.6624254269,8859393.71287081
272,Emigration Improvement District,C,894,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10999,Utah,Salt Lake,Jordan River,03-01-03,Emigration Creek,117,117,117,0,0,0,0,0,0,0,0,110.15,110.15,109.71,0,0.44,0,0,0,0,0,0,291,291,0,0,23240.8298225169,11894085.0355857
273,Wanship Mutual Water Co.,C,1086,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1057,Utah,Summit,Weber River,02-01-02,Kamas Valley,243,65,65,0,0,0,178,178,0,0,0,106.2,28.52,28.52,0,0,0,77.67,77.67,0,0,0,66.98,46,20.98,0,5448.01218766437,1376587.23787472
274,Salt Lake City Water System,C,806,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1139,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,217,213,121,50,32,10,4,3,0,1,0,76782.06,75261,42695,17858,11181,3527,1521.06,1050.35,0,470.71,0,43602,15700,2200,25702,279033.544278512,648536780.224817
275,South Davis Water District,C,269,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1005,Utah,Davis,Weber River,02-01-09,East Shore,312,61,51,9,1,0,251,243,1,7,0,3126.1,615,514,93.8,7.2,0,2511.1,2436.16,6.81,68.13,0,628,468,160,0,19701.9458892581,8127193.43142348
276,North Salt Lake Water System,C,278,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1338,Utah,Davis,Weber River,02-01-09,East Shore,287,242,121,56,5,60,45,26,0,20,0,5186.2,4364.5,2194.46,1007.09,87.18,1075.76,821.7,461.99,0,359.71,0,2439,2398.65,40.35,0,46029.1334033491,36652116.1488978
277,Hoytsville Pipe Water Co.,C,1075,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1126,Utah,Summit,Weber River,02-01-02,Kamas Valley,454,104,92,0,0,12,350,350,0,0,0,218.74,50.32,44.31,0,0.24,5.77,168.42,168.42,0,0,0,279,198.29,80.71,0,12298.1433434848,3344478.9205146
278,Cluff Ward Pipeline Co.,C,1070,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1355,Utah,Summit,Weber River,02-01-02,Kamas Valley,591,179,179,0,0,0,411,411,0,0,0,152.14,46.21,46.21,0,0,0,105.93,105.93,0,0,0,128.96,0,128.96,0,19056.5735508589,7335071.34728558
279,Bountiful City Water System,C,275,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1060,Utah,Davis,Weber River,02-01-09,East Shore,242,99,82,8,7,2,142,122,1,19,0,10806.46,4445.07,3662.25,346.15,330.21,106.46,6361.39,5454.38,42.96,864.06,0,4149.98,1908.18,0,2241.8,52051.4816270845,54646590.9483404
280,Greendale Water Co.,C,232,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1344,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,195,75,48,26,0,0,120,46,31,43,0,65.38,25.09,16.29,8.8,0,0,40.29,15.55,10.31,14.43,0,71.33,0,24.13,47.2,16930.5163456299,15324936.9924951
281,Woods Cross City Water System,C,280,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1364,Utah,Davis,Weber River,02-01-09,East Shore,257,87,53,27,2,6,169,164,1,4,0,3137.67,1066.23,643.51,328.27,21.87,72.58,2071.44,2006.68,14.89,49.86,0,1529,1529,0,0,26238.3962171238,17283183.3146529
282,West Bountiful City Water System,C,274,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1059,Utah,Davis,Weber River,02-01-09,East Shore,406,126,82,31,7,5,280,242,0,37,0,2709.74,840.87,549.33,208.68,49.1,33.76,1868.87,1618.73,0,250.14,0,514,514,0,0,24118.0763541134,14189341.9252253
283,Coalville City Water System,C,1071,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1151,Utah,Summit,Weber River,02-01-03,Chalk Creek,320,137,112,17,8,0,183,183,0,0,0,502.32,215.1,176.1,26,13,0,287.22,287.22,0,0,0,502,179.18,322.82,0,22563.3841298979,17018532.4102753
284,Centerville City Water System,C,261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1090,Utah,Davis,Weber River,02-01-09,East Shore,249,69,53,15,1,0,179,164,3,13,0,4601.66,1284.47,981.82,280.87,19.71,2.07,3317.19,3037,46.81,233.38,0,1748,1748,0,0,32111.039836217,27184312.8614933
285,Dutch John Town Water System,C,229,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1186,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,474,474,175,217,72,11,0,0,0,0,0,76.99,76.99,28.36,35.2,11.65,1.78,0,0,0,0,0,645,0,0,645,37096.0508528961,43809127.8457232
286,Echo Mutual Water System,C,1640,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1233,Utah,Summit,Weber River,02-01-04,Echo,449,121,105,15,1,0,328,328,0,0,0,543.41,146.12,126.85,17.69,1.57,0,397.29,397.29,0,0,0,402,184.66,217.34,0,9859.19477448612,4377641.36603759
287,Manila Town Water System,C,231,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1173,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,1459,1235,1018,171,46,0,224,104,0,120,0,702.76,594.71,490.28,82.15,22.29,0,108.05,50.07,0,57.98,0,717.47,717.47,0,0,12818.4701609066,4623954.23083847
288,Questar - Clay Basin Camp,C,253,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1906,Utah,Daggett,Uintah,07-01-06,Crouse Creek,348,348,332,0,16,0,0,0,0,0,0,7.02,7.02,6.69,0,0.33,0,0,0,0,0,0,26.51,11.3,15.21,0,21105.7779192806,11785519.3622591
289,Richville,C,720,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1380,Utah,Morgan,Weber River,02-01-07,Morgan,584,132,105,0,0,26,452,406,0,46,0,102,23.02,18.41,0,0,4.6,78.98,70.87,0,8.12,0,64.57,0,64.57,0,6722.88861176481,1496971.78156549
290,Henefer Town Water System,C,1074,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1214,Utah,Summit,Weber River,02-01-04,Echo,224,164,162,1,1,0,60,60,0,0,0,205.99,151,149,1,1,0,54.99,54.99,0,0,0,220,0,220,0,11377.0405228352,4187160.02180419
291,South Robinson Spring Water Users,C,726,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1011,Utah,Morgan,Weber River,02-01-07,Morgan,463,463,463,0,0,0,0,0,0,0,0,15.56,15.56,15.56,0,0,0,0,0,0,0,0,27,0,27,0,1330.28213289155,94711.4189206298
292,Morgan City Water System,C,716,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1170,Utah,Morgan,Weber River,02-01-07,Morgan,276,89,63,12,5,10,187,139,2,46,0,1370.34,443.6,314.22,57.19,23.75,48.44,926.74,688.75,8.34,229.66,0,1191,851.95,339.05,0,21277.6055721492,13447096.84878
293,Fruit Heights City Water System,C,276,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1032,Utah,Davis,Weber River,02-01-09,East Shore,446,68,67,1,0,0,378,266,2,109,0,2875.45,436.9,431.3,5.6,0,0,2438.55,1719.06,13.08,706.4,0,541,541,0,0,18929.6745211423,10654710.7320358
294,Croydon Pipeline Corp.,C,709,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10931,Utah,Morgan,Weber River,02-01-05,Lost Creek,441,56,56,0,0,0,385,385,0,0,0,44.45,5.61,5.61,0,0,0,38.84,38.84,0,0,0,62.95,8.07,54.88,0,2964.85782588853,371648.323168141
295,Central Enterprise Water Co.,C,712,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1150,Utah,Morgan,Weber River,02-01-07,Morgan,261,184,171,0,13,0,77,77,0,0,0,128.65,90.71,84.22,0,6.49,0,37.94,37.94,0,0,0,83,83,0,0,4934.80167806903,1069610.80177728
296,Syracuse City Water System,C,272,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1082,Utah,Davis,Weber River,02-01-09,East Shore,288,57,52,4,1,0,232,174,1,57,0,8850.99,1736.48,1590.15,126.36,16.89,3.08,7114.51,5326.39,27.04,1761.08,0,1947,1947,0,0,40666.3283097612,70843407.0506317
297,Peterson Pipeline Assoc.,C,718,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1243,Utah,Morgan,Weber River,02-01-07,Morgan,324,130,127,1,1,1,194,186,0,8,0,155.91,62.66,61.16,0.5,0.5,0.5,93.24,89.55,0,3.7,0,144,144,0,0,13715.6245027741,8894410.43809952
298,Clearfield City Water System,C,262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1180,Utah,Davis,Weber River,02-01-09,East Shore,153,140,98,42,0,0,13,13,0,0,0,5237.18,4807.29,3367.49,1439.8,0,0,429.9,429.9,0,0,0,1424,1424,0,0,31561.348171479,35100772.2079247
299,Layton City Water System,C,277,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1092,Utah,Davis,Weber River,02-01-09,East Shore,215,141,106,31,4,0,75,56,1,18,0,18264.37,11925.76,8974.78,2624.21,326.77,0,6338.61,4730.75,90.62,1517.24,0,7557,7557,0,0,68145.622653312,113035343.48007
300,Monte Verde,C,715,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1071,Utah,Morgan,Weber River,02-01-07,Morgan,304,304,304,0,0,0,0,0,0,0,0,26.57,26.57,26.57,0,0,0,0,0,0,0,0,82,82,0,0,4160.3772152898,1056177.6135711
301,Uintah Town Water System,C,1654,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1079,Utah,Weber,Weber River,02-01-09,East Shore,529,227,210,14,4,0,302,296,0,6,0,793.45,340.89,314.77,20.61,5.51,0,452.56,443.76,0,8.8,0,0,0,0,0,16709.2254335579,6669485.45501297
302,South Weber Water System,C,270,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1340,Utah,Davis,Weber River,02-01-09,East Shore,254,58,49,1,1,8,195,188,0,7,0,2016.61,465.11,388.7,8.03,6.42,61.96,1551.5,1497.4,0,54.1,0,180.78,180.78,0,0,32610.7041295207,21525543.7558845
303,Sunset City Water System,C,271,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1041,Utah,Davis,Weber River,02-01-09,East Shore,132,131,111,8,12,0,1,1,0,0,0,779.74,776.57,658.04,49.62,68.91,0,3.17,3.17,0,0,0,0,0,0,0,11556.1830263663,6701196.25892271
304,Clinton City Water System,C,263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1181,Utah,Davis,Weber River,02-01-09,East Shore,238,52,48,4,0,0,186,160,0,26,0,6041.01,1310.92,1207.39,101.38,2.15,0,4730.09,4071.13,0,658.97,0,415,415,0,0,25121.7872863253,26914939.9034257
305,Mountain Green Water Assoc.,C,723,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1201,Utah,Morgan,Weber River,02-01-07,Morgan,353,353,353,0,0,0,0,0,0,0,0,19.75,19.75,19.75,0,0,0,0,0,0,0,0,20,20,0,0,14180.0448238819,8615977.33803589
306,Uintah Highlands Improvement District,C,1655,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1336,Utah,Weber,Weber River,02-01-09,East Shore,557,99,68,29,2,0,458,412,3,43,0,1525.34,272.27,187.12,80.56,4.59,0,1253.07,1127.78,7.83,117.46,0,89,0,89,0,18010.5919942825,7803400.45577
307,Hill Air Force Base,C,283,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1122,Utah,Davis,Weber River,02-01-09,East Shore,99,86,31,0,55,0,13,2,0,11,0,2840.39,2461.69,886.21,0,1575.48,0,378.7,58.6,0,320.1,0,1475,1475,0,0,30152.2679824584,40947034.2886397
308,Highland Subdivision (Morgan),C,713,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1118,Utah,Morgan,Weber River,02-01-07,Morgan,175,172,156,12,4,0,3,3,0,0,0,239.62,235.97,214.63,15.95,5.39,0,3.64,3.64,0,0,0,287,0,287,0,27712.5837526592,27284540.7538375
309,Washington Terrace City Water System,C,1656,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1299,Utah,Weber,Weber River,02-01-09,East Shore,170,57,45,6,6,0,113,110,1,2,0,1811.08,611.73,482.25,65.29,64.18,0,1199.35,1168.67,8.78,21.9,0,0,0,0,0,17807.652461439,9124443.20514754
310,South Ogden City Water System,C,1652,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1098,Utah,Weber,Weber River,02-01-09,East Shore,229,65,51,13,1,0,164,133,0,31,0,4468.77,1273.38,1001.4,255.6,16.38,0,3195.39,2597.4,0,598,0,1127,339,0,788,28489.9208641682,17899524.5698773
311,Riverdale City Water System,C,1650,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1001,Utah,Weber,Weber River,02-01-09,East Shore,280,219,159,47,13,0,61,14,47,0,0,2777.19,2170.87,1570.09,467.18,130.9,2.7,606.32,141.72,464.6,0,0,1333,1333,0,0,26622.3544195131,20948405.8671161
312,Lakeview Water Co.,C,1658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1334,Utah,Weber,Weber River,02-01-08,Ogden Valley,157,121,119,0,2,0,37,37,0,0,0,61.74,47.41,46.74,0,0.67,0,14.33,14.33,0,0,0,303,303,0,0,8678.5013775138,2791792.44007681
313,Huntsville Town Water System,C,1642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1200,Utah,Weber,Weber River,02-01-08,Ogden Valley,726,81,68,12,1,0,645,501,0,144,0,553.09,61.8,51.95,8.9,0.95,0,491.29,381.84,0,109.45,0,200,0,200,0,27944.1935285712,8056213.82862332
314,Pineview West Water Co.,C,1663,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1044,Utah,Weber,Weber River,02-01-08,Ogden Valley,691,136,123,13,0,0,555,555,0,0,0,58.04,11.44,10.32,1.12,0,0,46.6,46.6,0,0,0,90,90,0,0,10711.36722239,2070460.66401788
315,Casey Acres Water Co.,C,1709,https://waterlink.utah.gov/deqWater/reports.html?systemId=274,Utah,Weber,Weber River,02-01-08,Ogden Valley,366,29,29,0,0,0,337,337,0,0,0,16.4,1.32,1.32,0,0,0,15.08,15.08,0,0,0,13,13,0,0,3209.17986579743,326841.678762835
316,Eden Waterworks System,C,1072,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1276,Utah,Weber,Weber River,02-01-08,Ogden Valley,213,60,54,6,0,0,153,153,0,0,0,16.67,4.7,4.24,0.46,0,0,11.97,11.97,0,0,0,29.05,0,29.05,0,43135.5614743759,18063991.1352591
317,Nordic Mountain Water Co.,C,1644,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1318,Utah,Weber,Weber River,02-01-08,Ogden Valley,56,56,55,1,0,0,0,0,0,0,0,49.78,49.78,49.07,0.71,0,0,0,0,0,0,0,217,217,0,0,35016.8245816288,20080119.7295856
318,Wolf Creek Water and Sewer Improvement District,C,1648,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1365,Utah,Weber,Weber River,02-01-08,Ogden Valley,114,38,34,4,0,0,76,48,8,19,0,385.59,130,116,14,0,0,255.59,163.33,26.56,65.7,0,872,823.58,48.42,0,28124.4834600645,16876135.2367055
319,North Ogden City,C,1645,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1143,Utah,Weber,Weber River,02-01-09,East Shore,232,53,48,4,1,0,179,169,1,9,0,5212.26,1195.84,1086.19,94.57,15.08,0,4016.42,3798.19,19.83,198.41,0,3680,1573.76,2106.24,0,35990.155514174,35923232.0827744
320,Liberty Pipeline Co.,C,1643,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1078,Utah,Weber,Weber River,02-01-08,Ogden Valley,224,123,123,0,0,0,101,93,0,8,0,316.06,173.67,173.67,0,0,0,142.39,131.35,0,11.04,0,488,326.59,161.41,0,44490.5066249842,16158063.6957745
321,Pleasant View Culinary Water,C,1649,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1033,Utah,Weber,Weber River,02-01-09,East Shore,391,60,56,0,2,1,332,273,56,3,0,3482.06,530,500.92,4.36,19.37,5.34,2952.07,2431.76,495.28,25.03,0,1510,1191.24,318.76,0,24785.6555905947,24572017.9409028
322,Hot Springs Trailer Court,C,75,https://waterlink.utah.gov/deqWater/reports.html?systemId=821,Utah,Box Elder,Weber River,02-01-09,East Shore,88,88,88,0,0,0,0,0,0,0,0,11.86,11.86,11.86,0,0,0,0,0,0,0,0,24.21,24.21,0,0,925.574782943366,51742.6849307836
323,Coleman Mobile Home Park,C,74,https://waterlink.utah.gov/deqWater/reports.html?systemId=471,Utah,Box Elder,Weber River,02-01-09,East Shore,174,174,174,0,0,0,0,0,0,0,0,11.7,11.7,11.7,0,0,0,0,0,0,0,0,16,16,0,0,1393.72081307936,62722.1892128883
324,Five C Trailer Court,C,73,https://waterlink.utah.gov/deqWater/reports.html?systemId=655,Utah,Box Elder,Weber River,02-01-09,East Shore,177,177,177,0,0,0,0,0,0,0,0,9.94,9.94,9.94,0,0,0,0,0,0,0,0,18,18,0,0,1141.37090886375,64488.0146911359
