"","FID","WRENAME","SYSTEMTYPE","WATERRESID","WRLINK","STATE","COUNTY","BASIN","SUBAREA","SUBAREANAM","TotalGPCD","TotPotaGPCD","ResPotGPCD","ComPotGPCD","InsPotGPCD","IndPotGPCD","TotSecGPCD","ResSecGPCD","ComSecGPCD","InsSecGPCD","IndSecGPCD","TotalUse","TotPotaUse","ResPotaUse","ComPotaUse","InsPotaUse","IndPotaUse","TotSecoUse","ResSecoUse","ComSecoUse","InsSecoUse","IndSecoUse","TotalSup","WellsSup","SpringsSup","SurfaceSup","SHAPE_Length","SHAPE_Area","year","Population","TotGPCDBin","Row","NameUse","Blank"
"67",165,"Trail Canyon Residents Assn","C",384,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1412","Utah","Emery","West Colorado River","8/2/2001","Huntington Creek",132,132,132,0,0,0,0,0,0,0,0,7.7,7.7,7.7,0,0,0,0,0,0,0,0,15,0,15,0,2245.102872,219735.475,2018,52.0766438356164,"1",67,"",""
"68",206,"White Hills Subdivision","C",1395,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1446","Utah","Utah","Utah Lake","4/1/2011","Cedar Valley",132,132,128,0,4,0,0,0,0,0,0,66.7,66.7,64.7,0,2,0,0,0,0,0,0,2171.9,2171.9,0,0,19398.82859,17285796.07,2018,451.105473225405,"1",68,"",""
"69",405,"Washington County WCD - Cottam (Casa De Oro)","C",1588,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11302","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",132,132,132,0,0,0,0,0,0,0,0,10.4,10.4,10.4,0,0,0,0,0,0,0,0,875,875,0,0,1561.811248,132341.6268,2018,70.3372851805728,"1",69,"",""
"70",3,"Sunset Park Water Co.","C",88,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11292","Utah","Box Elder","Bear River","1/1/2006","Tremonton",133,133,127,0,0,6,0,0,0,0,0,7,7,6.7,0,0,0.3,0,0,0,0,0,34.8,34.8,0,0,2449.835459,333398.84,2018,46.9864455659697,"1",70,"Sunset Park Water Co.",""
"71",223,"North Fork SSD","C",1388,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11250","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",134,134,53,78,0,2,0,0,0,0,0,224.8,224.8,89.6,131.7,0.1,3.5,0,0,0,0,0,434,0,434,0,21909.59714,15456072,2018,1497.67542015948,"1",71,"",""
"72",15,"Kayenta Water Users Inc.","C",1565,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1407","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",135,135,129,6,0,0,0,0,0,0,0,109.7,109.7,104.8,4.9,0,0,0,0,0,0,0,0,0,0,0,16349.83149,8398972.362,2018,725.435914764079,"1",72,"",""
"73",258,"Summit County Service Area #3","C",1157,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1397","Utah","Summit","Weber River","2/1/2006","East Canyon",135,135,128,4,3,0,0,0,0,0,0,90.7,90.7,86,2.4,2.2,0,0,0,0,0,0,285,285,0,0,41753.36906,18536452.37,2018,599.790678843227,"1",73,"",""
"74",400,"Wanship Cottage Sites","C",1088,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1174","Utah","Summit","Weber River","2/1/2002","Kamas Valley",135,135,135,0,0,0,0,0,0,0,0,9.7,9.7,9.7,0,0,0,0,0,0,0,0,10,10,0,0,2061.325992,63736.12582,2018,64.145199391172,"1",74,"",""
"75",412,"North Valley Ranches Subdivision","C",2505,"http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11142","Utah","Washington","Kanab Creek/Virgin River","10/1/2003","Laverkin",135,135,135,0,0,0,0,0,0,0,0,5.3,5.3,5.3,0,0,0,0,0,0,0,0,16.1,16.1,0,0,3998.513448,969456.1917,2018,35.0484079147641,"1",75,"",""
"76",111,"Silver Lake Co.","C",822,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1373","Utah","Salt Lake","Jordan River","3/1/2006","Big Cottonwood Creek",136,127,37,90,0,0,9,0,0,0,0,12.2,11.4,3.3,8.1,0,0,0.8,0,0,0,0,81,0,81,0,5066.127971,946188.41,2018,80.0842506043513,"1",76,"",""
"77",311,"Fox Hill Mobile Home Community","C",73,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11341","Utah","Box Elder","Weber River","2/1/2009","East Shore",136,136,136,0,0,0,0,0,0,0,0,12.2,12.2,12.2,0,0,0,0,0,0,0,0,18,18,0,0,856.6787228,36266.083,2018,80.0842506043513,"1",77,"",""
"78",402,"Twin Oaks Local District","C",2418,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11157","Utah","Sanpete","Sevier River","5/1/2000","Gunnison",136,134,95,30,9,0,1,0,0,0,0,22,21.8,15.4,4.9,1.5,0,0.2,0,0,0,0,62.1,62.1,0,0,10290.51121,3339957.646,2018,144.414222401289,"1",78,"",""
"79",65,"Eastland SSD","C",923,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1198","Utah","San Juan","Southeast Colorado River","9/3/2004","Monticello",137,137,127,10,1,0,0,0,0,0,0,9.5,9.5,8.8,0.7,0,0,0,0,0,0,0,32.3,32.3,0,0,18856.32023,2760576.088,2018,61.905499450055,"1",79,"",""
"80",242,"Woodland South Hills Irrigation","C",1480,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1399","Utah","Wasatch","Utah Lake","4/1/2006","Woodland",137,54,54,0,0,0,83,0,0,0,0,15.3,6.1,6.1,0,0,0,9.2,0,0,0,0,28.3,28.3,0,0,5713.752071,1295515.575,2018,99.7004359564044,"1",80,"Woodland South Hills Irrigation",""
"81",395,"Draper City Water System (Utah County)","C",2382,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223","Utah","Utah","Jordan River","3/1/2001","Salt Lake Valley",142,142,142,0,0,0,0,0,0,0,0,429.2,429.2,429.2,0,0,0,0,0,0,0,0,0,0,0,0,32984.44784,20811728.52,2018,2698.34553733359,"Highlight",81,"",""
"82",113,"Midvale City Water System","C",798,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",143,142,67,68,7,0,1,0,0,0,0,5296.5,5262,2488.5,2505.4,260.5,7.6,34.5,0,0,0,0,2800,2800,0,0,24202.59094,13870001.38,2018,33065.8074815595,"1",82,"",""
"83",160,"Ephraim City","C",979,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1330","Utah","Sanpete","Sevier River","5/1/2000","Gunnison",143,143,106,11,25,1,0,0,0,0,0,1151.9,1151.9,850.9,88.9,204.2,7.9,0,0,0,0,0,5216.8,186.3,5030.5,0,29749.98386,13266178.28,2018,7191.25906504455,"1",83,"",""
"84",248,"Kearns Improvement District","C",793,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1017","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",144,144,100,17,16,11,0,0,0,0,0,8335.2,8335.2,5762.4,996.6,916.9,659.3,0,0,0,0,0,1816,1816,0,0,24376.5173,26389086.75,2018,51674.9097260274,"1",84,"",""
"85",270,"Coalville City Water System","C",1071,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1151","Utah","Summit","Weber River","2/1/2003","Chalk Creek",145,124,104,12,8,0,21,0,0,0,0,248.7,212.3,177.4,21.4,13,0.4,36.4,0,0,0,0,502,179.2,322.8,0,17027.64302,9701561.712,2018,1531.20724988191,"1",85,"",""
"86",186,"Genola City","C",1303,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1076","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",148,148,122,13,2,10,0,0,0,0,0,238.9,238.9,197.4,21.8,3.4,16.3,0,0,0,0,0,435.8,435.8,0,0,41394.68948,36755359.98,2018,1441.05523694928,"1",86,"",""
"87",237,"Daniel Municipal Water","C",1443,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1142","Utah","Wasatch","Utah Lake","4/1/2007","Provo River Reservoirs",148,47,45,0,1,0,101,0,0,0,0,182,57.3,55.8,0,1.5,0,124.7,0,0,0,0,210.3,105.2,105.2,0,23508.58977,7258949.738,2018,1097.83195112921,"1",87,"",""
"88",254,"Oakley Town Water System","C",1079,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1329","Utah","Summit","Weber River","2/1/2002","Kamas Valley",148,106,103,1,1,1,42,0,0,0,0,286.3,204.8,200.1,1.6,1,2.1,81.5,0,0,0,0,963,424,539,0,26223.97867,18315781.46,2018,1726.97410773787,"1",88,"",""
"89",388,"Big Plains - Cedar Point","C",1593,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11299","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",151,151,135,1,16,0,0,0,0,0,0,76.2,76.2,67.9,0.5,7.8,0,0,0,0,0,0,75.9,75.9,0,0,3054.813539,521860.4709,2018,450.509774108682,"1",89,"",""
"90",150,"Elwood Town","C",41,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1311","Utah","Box Elder","Bear River","1/1/2006","Tremonton",153,153,125,9,19,1,0,0,0,0,0,214.8,214.8,174.8,12.5,26.7,0.9,0,0,0,0,0,1057.4,560.9,22,474.5,38587.29842,21310676.07,2018,1253.34040290089,"1",90,"Elwood Town",""
"91",403,"South Rim Water System","C",2492,"http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11290","Utah","Tooele","West Desert","00-05-01","Rush Valley",154,154,150,0,4,0,0,0,0,0,0,200,200,194.6,0,5.4,0,0,0,0,0,0,471,471,0,0,23777.40125,20223003.25,2018,1159.40579967977,"1",91,"",""
"92",443,"Community Water Co.","C",1081,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392","Utah","Summit","Weber River","2/1/2006","East Canyon",154,154,134,19,2,0,0,0,0,0,0,91.6,91.6,79.4,11.3,0.9,0,0,0,0,0,0,556,265.5,0,290.5,4864.767905,559839.974,2018,531.007856253336,"1",92,"",""
"93",61,"Old Meadows Water Co.","C",538,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10921","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",155,155,155,0,0,0,0,0,0,0,0,13.9,13.9,13.9,0,0,0,0,0,0,0,0,66.3,66.3,0,0,2468.000199,349037.0431,2018,80.0588404772426,"1",93,"",""
"94",423,"Pack Creek Water Co.","C",958,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11310","Utah","San Juan","Southeast Colorado River","9/1/2004","Moab",155,101,101,0,0,0,54,0,0,0,0,13.1,8.5,8.5,0,0,0,4.6,0,0,0,0,22.2,22.2,0,0,5231.034526,1226363.702,2018,75.4511374281927,"1",94,"",""
"95",307,"Liberty Pipeline Co.","C",1643,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1078","Utah","Weber","Weber River","2/1/2008","Ogden Valley",157,150,150,0,0,0,7,0,0,0,0,229,218.4,218.4,0,0,0,10.6,0,0,0,0,488,326.6,161.4,0,33367.73942,9092329.581,2018,1302.1530232964,"1",95,"",""
"96",35,"Dixie Deer SSD","C",1524,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1262","Utah","Washington","Kanab Creek/Virgin River","10/1/2004","Santa Clara",158,158,151,0,7,0,0,0,0,0,0,79.5,79.5,76.1,0,3.3,0,0,0,0,0,0,219.3,219.3,0,0,11327.80588,2839909.734,2018,449.196367262008,"1",96,"",""
"97",105,"Bicknell Town Water System","C",1604,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1091","Utah","Wayne","West Colorado River","8/3/2006","Rabbit Valley",159,159,87,35,14,24,0,0,0,0,0,58.3,58.3,31.7,12.9,5,8.8,0,0,0,0,0,161.4,0,161.4,0,41255.14612,8892402.2,2018,327.338904109589,"1",97,"",""
"98",222,"Eagle Mountain City","C",1416,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1431","Utah","Utah","Utah Lake","4/1/2011","Cedar Valley",159,152,125,6,19,2,7,0,0,0,0,6785.8,6502.7,5340.2,277.1,799.8,85.6,283.1,0,0,0,0,4099.5,4099.5,0,0,66736.58292,117926753.4,2018,38100.4517239597,"1",98,"",""
"99",299,"Lakeview Water Co.","C",1658,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1334","Utah","Weber","Weber River","2/1/2008","Ogden Valley",159,154,152,0,2,0,5,0,0,0,0,42.9,41.5,41,0,0.6,0,1.3,0,0,0,0,303,303,0,0,6522.147179,1575737.889,2018,240.872023778754,"1",99,"",""
"100",440,"Granger-Hunter Improvement District","C",789,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",159,157,114,35,8,0,2,0,0,0,0,23051.3,22785.7,16598.5,5015.6,1171.6,0,265.6,0,0,0,0,9393,9393,0,0,40385.82732,64073801.81,2018,129426.883024037,"1",100,"Granger-Hunter Improvement District",""
"101",211,"Taylorsville-Bennion Improvement District","C",802,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1277","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",161,161,126,12,21,1,0,0,0,0,0,12612,12612,9903.1,946.5,1646.2,116.2,0,0,0,0,0,1689.6,1080,609.6,0,33480.12217,30795648.05,2018,69933.3414787714,"1",101,"",""
"102",389,"Paunsaugunt Cliffs SSD","C",2409,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11064","Utah","Garfield","Sevier River","5/6/2002","Panguitch",161,161,160,1,0,0,0,0,0,0,0,9,9,9,0.1,0,0,0,0,0,0,0,48.8,48.8,0,0,6490.229102,2115359.779,2018,49.9048583340424,"1",102,"",""
"103",397,"Skyline Mountain SSD","C",2470,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10891","Utah","Sanpete","Sevier River","5/1/2000","Gunnison",161,153,57,97,0,0,7,0,0,0,0,73.1,69.8,25.9,43.9,0,0,3.3,0,0,0,0,205.1,175.1,30,0,32509.98015,5810119.641,2018,405.338349357611,"1",103,"",""
"104",451,"Pine View Homeowners Association","C",1702,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11553","Utah","Weber","Weber River","2/1/2008","Ogden Valley",161,161,161,0,0,0,0,0,0,0,0,1.4,1.4,1.4,0,0,0,0,0,0,0,0,4.8,4.8,0,0,1633.882802,173518.1232,2018,7.76297796307326,"1",104,"",""
"105",180,"Price River WID","C",199,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1247","Utah","Carbon","West Colorado River","8/1/2003","Price River",163,163,140,7,8,8,0,0,0,0,0,1272,1272,1095.1,57.4,60.4,59.1,0,0,0,0,0,6328.1,0,0,6328.1,224717.6824,477246818.3,2018,6966.67740146231,"1",105,"",""
"106",364,"Tooele City Water System","C",1191,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1232","Utah","Tooele","West Desert","00-05-02","Tooele Valley",164,161,126,18,13,4,3,0,0,0,0,6220.3,6089.7,4768.7,684,498,138.9,130.7,0,0,0,0,8893.8,8893.8,0,0,49960.73577,55369586.25,2018,33860.5241446709,"1",106,"",""
"107",4,"Hildale - Colorado City","C",1527,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1443","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",165,165,138,15,3,8,0,0,0,0,0,833,833,696.5,78.1,15.8,42.7,0,0,0,0,0,927.7,883.7,44,0,47400.81289,44923218.17,2018,4506.99681195517,"1",107,"",""
"108",109,"Jensen WID","C",1261,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1120","Utah","Uintah","Uintah","7/2/2002","Big Brush Creek",165,165,121,20,19,4,0,0,0,0,0,276.7,276.7,202.6,34.4,32.4,7.3,0,0,0,0,0,0,0,0,0,126729.0179,263695643.6,2018,1497.1020622665,"1",108,"",""
"109",142,"Maeser WID","C",1258,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1273","Utah","Uintah","Uintah","7/2/2003","Vernal",165,152,139,1,12,1,12,0,0,0,0,762.1,705.6,643.5,4.7,53.8,3.5,56.5,0,0,0,0,848,163.8,684.2,0,31661.30337,31756714.95,2018,4123.38807970112,"1",109,"",""
"110",143,"Herriman City Municipal Water Department","C",906,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1050","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",166,138,118,11,9,0,28,0,0,0,0,9676.9,8027.8,6848.8,630.3,548.7,0,1649.1,0,0,0,0,3101,383,51,2667,57087.79484,53888081.13,2018,52042.0455834296,"1",110,"Herriman City Municipal Water Department",""
"111",225,"Saratoga Springs City","C",1413,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1444","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",166,41,34,6,1,0,125,0,0,0,0,6154.3,1517.4,1261,216,40.1,0.3,4636.9,0,0,0,0,2935,2935,0,0,75290.55639,57538618.33,2018,33097.620222809,"1",111,"",""
"112",157,"Logan City Water System","C",106,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1112","Utah","Cache","Bear River","1/1/2004","Cache Valley",167,161,105,56,0,0,5,0,0,0,0,9940.5,9620.8,6268.3,3352.5,0,0,319.7,0,0,0,0,22176.5,14365.6,7810.9,0,79874.19166,47266794.15,2018,53139.5597654007,"1",112,"",""
"113",251,"Wooden Shoe Water Co.","C",1116,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11202","Utah","Summit","Weber River","2/1/2002","Kamas Valley",167,167,167,0,0,0,0,0,0,0,0,9.4,9.4,9.4,0,0,0,0,0,0,0,0,10,0,10,0,4902.715274,958955.545,2018,50.250174719055,"1",113,"",""
"114",241,"Bluffdale Water System","C",786,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1264","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",169,157,122,7,28,0,12,0,0,0,0,2927,2721.8,2108.3,124,489.5,0,205.2,0,0,0,0,0,0,0,0,36510.64331,26184355.86,2018,15461.8769068655,"1",114,"",""
"115",460,"Santaquin City","C",1293,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",169,53,44,8,0,0,117,0,0,0,0,2777.7,861.7,716.5,139.1,6.1,0,1916.1,0,0,0,0,3900,2452,1448,0,57026.13156,9081676.617,2018,14673.19968712,"1",115,"",""
"116",310,"Coleman Mobile Home Park","C",74,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11335","Utah","Box Elder","Weber River","2/1/2009","East Shore",170,170,170,0,0,0,0,0,0,0,0,11.4,11.4,11.4,0,0,0,0,0,0,0,0,16,16,0,0,1046.8,35290.05,2018,59.8662594681708,"1",116,"",""
"117",184,"Woodland Hills City","C",1318,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1405","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",171,171,166,0,6,0,0,0,0,0,0,289.7,289.7,280.1,0,9.6,0,0,0,0,0,0,371.1,371.1,0,0,13214.30606,6554918.679,2018,1512.44147560683,"1",117,"",""
"118",465,"Canaan Springs Water Co.","C",2755,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11597","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",171,171,171,0,0,0,0,0,0,0,0,10.7,10.7,10.7,0,0,0,0,0,0,0,0,10.7,0,10.7,0,9649.532464,1408465.403,2018,55.861663061764,"1",118,"",""
"119",413,"Johnson Water District - Independence","C",2522,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11346","Utah","Uintah","Uintah","7/3/2013","Roosevelt Duchesne",172,127,126,2,0,0,44,0,0,0,0,28.8,21.4,21.1,0.3,0,0,7.4,0,0,0,0,0,0,0,0,33030.45445,39924578.55,2018,149.482459381969,"1",119,"",""
"120",418,"Escalante Valley School","C",522,"https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1436","Utah","Iron","Cedar/Beaver","6/3/2001","Escalante Desert",173,173,0,0,173,0,0,0,0,0,0,39.8,39.8,0,0,39.8,0,0,0,0,0,0,46.7,46.7,0,0,1799.755672,199106.3094,2018,205.382370734025,"1",120,"Escalante Valley School",""
"121",344,"Goaslind Spring Water Works Co.","C",110,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1381","Utah","Cache","Bear River","1/1/2004","Cache Valley",179,179,137,5,0,37,0,0,0,0,0,9.4,9.4,7.2,0.3,0,2,0,0,0,0,0,80.7,0,80.7,0,3547.577525,437756.97,2018,46.8814479222469,"1",121,"",""
"122",455,"Jordan Valley Water Conservancy District (Retail)","C",807,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1321","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",179,173,125,32,14,2,6,0,0,0,0,9467,9174.5,6642.6,1672.3,729.1,130.5,292.5,0,0,0,0,85660,18000,0,67660,85793.40359,22424541.67,2018,47215.6029233948,"1",122,"",""
"123",183,"Elk Ridge Town","C",1321,"https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1159","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",181,181,152,14,15,0,0,0,0,0,0,851.5,851.5,715.3,65.9,70.3,0,0,0,0,0,0,915,915,0,0,21009.46288,7049652.323,2018,4199.83541209415,"1",123,"",""
"124",285,"Clearfield City Water System","C",262,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1180","Utah","Davis","Weber River","2/1/2009","East Shore",181,171,102,41,18,10,9,0,0,0,0,6462.9,6133,3646,1467,644.9,375.1,329.9,0,0,0,0,1424,1424,0,0,24398.28104,18619762.98,2018,31876.8247619768,"1",124,"",""
"125",57,"Escalante Valley Housing","C",512,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11282","Utah","Iron","Cedar/Beaver","6/3/2001","Escalante Desert",182,182,182,0,0,0,0,0,0,0,0,18.3,18.3,18.3,0,0,0,0,0,0,0,0,32.2,32.2,0,0,919.6185251,48565.9366,2018,89.7647644136685,"1",125,"",""
"126",243,"Francis Town Water System","C",1073,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1191","Utah","Summit","Utah Lake","4/1/2007","Provo River Reservoirs",183,183,176,2,5,0,0,0,0,0,0,289.2,289.2,278.7,2.7,7.7,0,0,0,0,0,0,289.2,185.6,103.5,0,28107.23936,6726886.389,2018,1410.8257983382,"1",126,"",""
"127",49,"Spring Creek Water Users","C",547,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1454","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",184,184,184,0,0,0,0,0,0,0,0,51.7,51.7,51.7,0,0,0,0,0,0,0,0,111,111,0,0,5052.836963,881997.6016,2018,250.841225431805,"1",127,"",""
"128",187,"Payson City Water System","C",1312,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1166","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",184,125,69,10,8,38,59,0,0,0,0,4091.4,2781.3,1531.2,229.4,171.1,849.7,1310.1,0,0,0,0,4854.6,3954.6,900,0,54825.08868,36376971.05,2018,19850.9050238237,"1",128,"",""
"129",207,"Provo City","C",1297,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1010","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",184,184,108,59,17,0,0,0,0,0,0,24243.7,24243.7,14246.5,7778.6,2171.3,47.4,0,0,0,0,0,49135,22510,10070,16555,92220.49067,113904549.7,2018,117627.068027099,"Highlight",129,"",""
"130",431,"Eagle`s Landing","C",2526,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339","Utah","Utah","Utah Lake","4/1/2003","Soldier Summit",184,184,184,0,0,0,0,0,0,0,0,11.6,11.6,11.6,0,0,0,0,0,0,0,0,14,14,0,0,5543.163959,1250310.814,2018,56.2815902322811,"1",130,"Eagle`s Landing",""
"131",43,"Cannonville Town Water System","C",390,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1204","Utah","Garfield","Southeast Colorado River","9/5/2000","Paria River",186,186,109,75,3,0,0,0,0,0,0,35,35,20.5,14.1,0.5,0,0,0,0,0,0,403.5,242.1,161.4,0,28816.07977,6682329.306,2018,167.989173663279,"1",131,"",""
"132",228,"Neola Water and Sewer District","C",300,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1274","Utah","Duchesne","Uintah","7/3/2013","Roosevelt Duchesne",186,147,142,1,4,0,40,0,0,0,0,103.8,81.7,79,0.3,2.4,0,22,0,0,0,0,120.1,0,120,0.1,34336.85492,16588959.58,2018,498.207892178524,"1",132,"",""
"133",47,"Blanding City","C",911,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1075","Utah","San Juan","Southeast Colorado River","9/3/2003","Blanding",187,187,146,17,23,0,0,0,0,0,0,771.3,771.3,605,71.2,95.1,0,0,0,0,0,0,2736,201.8,0,2534.2,53038.64367,34023296.96,2018,3682.2046194418,"1",133,"",""
