FID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
419,Washington County WCD - Cottam (Casa De Oro),C,1588,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1435,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,140,140,140,0,0,0,0,0,0,0,0,10.95,10.95,10.95,0,0,0,0,0,0,0,0,875,875,0,0,1963.27403239795,209247.942140596
420,Central Iron County WCD,C,579,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11047,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,130,130,106,4,11,9,0,0,0,0,0,413.95,413.95,337.81,12.91,34.64,28.59,0,0,0,0,0,1412.19,1412.19,0,0,146224.291368564,163421821.706539
421,Central Iron County WCD (Chekshani Cliffs HOA),C,2493,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11403,Utah,Iron,Kanab Creek/Virgin River,10-01-03,Laverkin,209,209,192,17,0,0,0,0,0,0,0,18.73,18.73,17.23,1.5,0,0,0,0,0,0,0,67,67,0,0,4534.90348343941,1017607.8853411
422,Sunset View Estates Water Co.,C,2414,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11293,Utah,Millard,Sevier River,05-02-04,Delta,328,328,328,0,0,0,0,0,0,0,0,15.8,15.8,15.8,0,0,0,0,0,0,0,0,322.82,322.82,0,0,4100.85444071483,163711.283567502
423,Palisades Water Co.,C,998,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1438,Utah,Sanpete,Sevier River,05-01-00,Gunnison,491,491,372,0,119,0,0,0,0,0,0,33,33,25,0,8,0,0,0,0,0,0,23.4,0,23.4,0,6214.72011815335,977109.829495952
424,Washington County WCD - Sand Hollow (Hurricane Valley Retail),C,2218,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1435,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,267,267,186,36,37,7,0,0,0,0,0,74.7,74.7,52.17,10.06,10.44,2.03,0,0,0,0,0,4000,4000,0,0,28565.6825107603,13405926.7181279
425,Hidden Hollow Water Co.,C,2506,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11342,Utah,Morgan,Weber River,02-01-07,Morgan,89,89,89,0,0,0,0,0,0,0,0,2.68,2.68,2.68,0,0,0,0,0,0,0,0,13,13,0,0,4491.82206448543,826774.717637583
426,Kane County WCD - Long Valley Estates,C,2491,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11402,Utah,Kane,Sevier River,05-06-01,Navajo Lake,62,62,62,0,0,0,0,0,0,0,0,10.95,10.95,10.95,0,0,0,0,0,0,0,0,80.71,80.71,0,0,6565.84020957608,2614414.85989973
427,Oquirrh Mountain Water Co.,C,1247,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10904,Utah,Tooele,West Desert,00-05-02,Tooele Valley,303,303,199,91,0,13,0,0,0,0,0,194.7,194.7,127.95,58.19,0.1,8.46,0,0,0,0,0,1443.82,1443.82,0,0,19482.435619869,11291048.8787956
428,North Valley Ranches Subdivision,C,2505,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11142,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,132,132,132,0,0,0,0,0,0,0,0,4.72,4.72,4.72,0,0,0,0,0,0,0,0,16.14,16.14,0,0,5040.85933939227,1542050.52518235
429,Johnson Water District - Independence,C,2522,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1021,Utah,Uintah,Uintah,07-03-13,Roosevelt Duchesne,149,149,145,4,0,0,0,0,0,0,0,24.5,24.5,23.84,0.65,0,0,0,0,0,0,0,0,0,0,0,43372.7463794769,61614696.1006585
430,Wolf Creek Ranch,C,2523,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10890,Utah,Wasatch,Utah Lake,04-01-06,Woodland,612,612,612,0,0,0,0,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0,161.41,161.41,0,0,63717.440735424,91416683.6733256
431,New Paria Subdivision,C,2524,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11316,Utah,Kane,Southeast Colorado River,09-05-00,Paria River,376,376,297,78,0,0,0,0,0,0,0,12.62,12.62,9.98,2.64,0,0,0,0,0,0,0,51.8,51.8,0,0,7487.98392976401,2836855.31804312
432,Dangling Rope Marina,C,955,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1350,Utah,Kane,Southeast Colorado River,09-03-02,Lake Powell,94,94,27,60,7,0,0,0,0,0,0,2.1,2.1,0.6,1.34,0.15,0,0,0,0,0,0,26,25.7,0,0,1819.97911729156,186168.046790652
433,Best Friends Animal Society,C,642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11300,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,6900,1466,71,0,1394,0,5434,0,0,0,0,193.21,41.04,2,0,39.04,0,152.17,0,0,0,0,28.64,28.64,0,0,1937.96389584183,154338.584515854
434,Escalante Valley School,C,522,https://waterlink.utah.gov/deqWater/reports.html?systemId=634,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,163,163,0,0,163,0,0,0,0,0,0,37.35,37.35,0,0,37.35,0,0,0,0,0,0,46.7,46.7,0,0,1248.68353901987,97375.2804499862
435,Bryce Canyon National Park,C,426,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1258,Utah,Garfield,Sevier River,05-05-01,East Fork Sevier,369,369,85,163,121,0,0,0,0,0,0,37.21,37.21,8.59,16.4,12.22,0,0,0,0,0,0,161.41,161.41,0,0,22757.6103148424,13090266.6204529
436,Turn About Ranch,C,2454,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11460,Utah,Garfield,West Colorado River,08-04-02,Escalante River,38,38,38,0,0,0,0,0,0,0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,28,28,0,0,1023.41583301249,61082.2386051054
437,Deseret Feedlot,C,1333,https://waterlink.utah.gov/deqWater/reports.html?systemId=537,Utah,Utah,Utah Lake,04-01-10,Utah Valley,158,158,125,33,0,0,0,0,0,0,0,8.49,8.49,6.73,1.76,0,0,0,0,0,0,0,0,0,0,0,13515.8074128165,3755195.65938941
438,Deseret Land and Livestock,C,2529,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11281,Utah,Rich,Bear River,01-03-02,Randolph,74,74,68,0,6,0,0,0,0,0,0,1.81,1.81,1.67,0,0.14,0,0,0,0,0,0,39.71,39.71,0,0,4384.6706538994,916585.545302207
439,Pack Creek Water Co.,C,958,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11310,Utah,San Juan,Southeast Colorado River,09-01-04,Moab,77,77,77,0,0,0,0,0,0,0,0,6.45,6.45,6.45,0,0,0,0,0,0,0,0,22.19,22.19,0,0,6681.36571285462,2002628.2629356
440,Lake Rockport Estates,C,1156,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11055,Utah,Summit,Weber River,02-01-02,Kamas Valley,48,48,48,0,0,0,0,0,0,0,0,10.2,10.2,10.2,0,0,0,0,0,0,0,0,48.42,48.42,0,0,13792.687134943,5438279.65267211
441,Weber Basin Job Corps,C,268,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1291,Utah,Davis,Weber River,02-01-09,East Shore,279,279,0,0,279,0,0,0,0,0,0,65.58,65.58,0,0,65.58,0,0,0,0,0,0,0,0,0,0,8198.63849123053,2877885.11449397
442,North Village S.S.D.,C,2511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,41,41,41,0,0,0,0,0,0,0,0,47.26,47.26,46.91,0,0.35,0,0,0,0,0,0,0,0,0,0,26941.2541799502,26625465.437342
443,Hideout Town Water System,C,2520,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11284,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,107,107,48,0,59,0,0,0,0,0,0,132.58,132.58,59.54,0,73.04,0,0,0,0,0,0,0,0,0,0,24301.2876922533,17708798.7834475
444,Billy Bethers Water Supply,C,2512,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,71,71,71,0,0,0,0,0,0,0,0,3.19,3.19,3.19,0,0,0,0,0,0,0,0,38.4,0,38.4,0,9178.69015821349,1708684.66735375
445,Vivian Park Homeowners,C,1379,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1375,Utah,Utah,Utah Lake,04-01-09,Vivian Park,101,101,101,0,0,0,0,0,0,0,0,27.19,27.19,27.19,0,0,0,0,0,0,0,0,34.6,0,34.6,0,2346.9494029613,190034.322703601
446,Maple Lake Academy,C,2527,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11348,Utah,Utah,Utah Lake,04-01-10,Utah Valley,3,3,3,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0.81,0.81,0,0,3663.95978004063,884856.257767522
447,Eagle`s Landing,C,2526,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339,Utah,Utah,Utah Lake,04-01-03,Soldier Summit,195,195,195,0,0,0,0,0,0,0,0,10.93,10.93,10.93,0,0,0,0,0,0,0,0,14,14,0,0,7223.22932449306,2126993.99167845
448,Rockland Ranch,C,2513,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11286,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,137,103,103,0,0,0,34,0,0,0,0,18.45,13.85,13.85,0,0,0,4.6,0,0,0,0,25.94,25.94,0,0,2038.75202089729,208744.888364103
449,VA Medical Center SLC,C,2515,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11351,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,646,646,0,13,634,0,0,0,0,0,0,231.69,231.69,0,4.6,227.09,0,0,0,0,0,0,0,0,0,0,3499.94255999564,730793.595645714
450,Mountain Valley Water Co.,C,2516,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,211,211,87,0,124,0,0,0,0,0,0,16.54,16.54,6.83,0,9.71,0,0,0,0,0,0,14,14,0,0,1840.33739095906,188301.503669677
451,"Cottonwood Coves, Inc.",C,2514,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11336,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,136,136,127,0,9,0,0,0,0,0,0,34.59,34.59,32.39,0,2.2,0,0,0,0,0,0,0,0,0,0,1882.83344608172,186628.240268548
452,Bumblebee Water System,C,2508,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10995,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,103,103,103,0,0,0,0,0,0,0,0,8.09,8.09,8.09,0,0,0,0,0,0,0,0,73,73,0,0,9092.31741373276,3669533.47437302
453,BRWCD - Collinston Water System,C,2518,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11308,Utah,Box Elder,Bear River,01-01-06,Tremonton,218,143,70,1,0,73,75,0,0,0,0,22.03,14.46,7.05,0.1,0,7.31,7.57,0,0,0,0,0,0,0,0,13957.8024301499,7364930.22697851
454,Vineyard City,C,2528,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11295,Utah,Utah,Utah Lake,04-01-10,Utah Valley,79,79,70,4,5,0,0,0,0,0,0,888.02,888.02,783.65,43.81,58.03,2.53,0,0,0,0,0,0,0,0,0,31597.450254933,28356197.7959502
455,BRWCD - South Willard Water Co.,C,54,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1238,Utah,Box Elder,Weber River,02-01-09,East Shore,157,97,85,12,0,0,60,60,0,0,0,234.35,144.39,126.85,17.54,0,0,89.96,89.96,0,0,0,638.48,490.69,147.79,0,23547.7315767403,12287167.4752312
456,Granger-Hunter Improvement District,C,789,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,170,168,122,30,16,0,2,1,0,1,0,22592.2,22314,16228,3956,2130,0,278.2,134.61,0,143.59,0,9393,9393,0,0,53273.622220286,111649096.907199
457,Summit Water Distribution Co.,C,1117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1288,Utah,Summit,Weber River,02-01-06,East Canyon,314,299,146,131,22,0,15,0,0,15,0,2333.31,2220.91,1085.81,972.88,162.22,0,112.4,0,0,112.4,0,4015,1696.54,807.06,1511.4,94160.6932768773,78448937.0661461
458,Gorgoza Mutual Water Co.,C,1098,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1368,Utah,Summit,Weber River,02-01-06,East Canyon,118,118,105,3,10,0,0,0,0,0,0,553.96,553.96,492.33,14.53,47.11,0,0,0,0,0,0,2405,2243.59,161.41,0,17251.9760820359,11781949.7159373
459,Community Water Co.,C,1081,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392,Utah,Summit,Weber River,02-01-06,East Canyon,60,60,46,14,1,0,0,0,0,0,0,67.68,67.68,51.3,15.75,0.64,0,0,0,0,0,0,556,265.46,0,290.54,6420.94473520548,975358.744161855
460,Cedarview Montwell SSD,C,2504,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11313,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,21,13,8,1,3,0,8,0,0,0,0,22.45,13.67,9.09,1.23,3.36,0,8.78,0,0,0,0,0,0,0,0,76571.9924388262,174268100.088306
461,Taylor - West Weber WID,C,1653,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1286,Utah,Weber,Weber River,02-01-09,East Shore,527,124,112,1,3,8,403,398,1,4,0,4365.13,1029.68,927.98,6.33,25.1,70.27,3335.45,3297.49,5.45,32.51,0,2313,2313,0,0,52314.5352352363,72602272.2642918
462,West Haven SSD,C,2544,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11296,Utah,Weber,Weber River,02-01-09,East Shore,62,62,62,0,0,0,0,0,0,0,0,138.03,138.03,137.79,0.14,0,0.1,0,0,0,0,0,0,0,0,0,5399.64504020236,1054743.19478751
463,Swan Creek Village,C,777,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11118,Utah,Rich,Bear River,01-01-01,Bear Lake,48,48,48,0,0,0,0,0,0,0,0,29.44,29.44,29.44,0,0,0,0,0,0,0,0,37.5,37.5,0,0,9591.77545004849,2352540.7807174
464,Pine Meadows PUD,C,2620,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11476,Utah,Uintah,Uintah,07-02-03,Vernal,115,115,115,0,0,0,0,0,0,0,0,25.73,25.73,25.73,0,0,0,0,0,0,0,0,25.8,0,0,25.8,1734.90942974852,79295.0488328773
465,Waypoint Academy,C,2622,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11475,Utah,Weber,Weber River,02-01-08,Ogden Valley,60,60,16,0,44,0,0,0,0,0,0,3.38,3.38,0.92,0,2.46,0,0,0,0,0,0,16,16,0,0,1254.83423991201,53899.2600315123
466,Pine View Homeowners Association,C,1702,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11227,Utah,Weber,Weber River,02-01-08,Ogden Valley,252,252,252,0,0,0,0,0,0,0,0,1.41,1.41,1.41,0,0,0,0,0,0,0,0,4.8,4.8,0,0,2174.36850771003,307513.6067542
467,Woodland Hills Subdivision,C,2621,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11471,Utah,Summit,Utah Lake,04-01-06,Woodland,648,648,648,0,0,0,0,0,0,0,0,58.03,58.03,58.03,0,0,0,0,0,0,0,0,241,241,0,0,4788.56726734635,798374.137128948
468,Pinion Forest SSD,C,2623,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11324,Utah,Duchesne,Uintah,07-03-04,Starvation Reservoir,2,2,2,0,0,0,0,0,0,0,0,0.52,0.52,0.52,0,0,0,0,0,0,0,0,64.5,64.5,0,0,138693.635460283,721422656.364984
469,Bona Vista Water District,C,1639,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1103,Utah,Weber,Weber River,02-01-09,East Shore,403,142,60,56,4,22,261,201,1,59,0,11263.37,3967.49,1671.82,1561.11,121.47,613.09,7295.88,5630.88,15.04,1649.97,0,1529,558.92,970.08,0,96428.8051280099,152397002.03503
470,Midvale City Water System,C,798,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,144,144,79,56,9,0,0,0,0,0,0,5007.38,5002.34,2748.34,1928.7,319.75,5.55,5.04,5.04,0,0,0,2800,2800,0,0,314.944946515785,3143.42272184702
471,Jordan Valley Water Conservancy District (Retail),C,807,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1321,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,158,153,111,29,12,2,5,5,0,0,0,9073,8789.87,6346.3,1642.73,687.61,113.23,283.13,283.13,0,0,0,85660,18000,0,67660,113116.492148794,39099814.5835595
472,Salt Lake City Water System,C,806,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1139,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,204,201,112,52,28,9,3,2,0,1,0,79648.03,78310,43534,20313,10801,3662,1338.03,923.96,0,414.07,0,43602,15700,2200,25702,282038.260205272,647664362.022653
473,Midvale City Water System,C,798,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,144,144,79,56,9,0,0,0,0,0,0,5007.38,5002.34,2748.34,1928.7,319.75,5.55,5.04,5.04,0,0,0,2800,2800,0,0,3.70968333077219,0.491782705725214
474,Wilson Arch Resort Comm,C,2625,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,107,107,107,0,0,0,0,0,0,0,0,2.27,2.27,2.27,0,0,0,0,0,0,0,0,55,55,0,0,6242.29918803605,1747897.16227468
475,Boyer Hill Military Housing,C,2624,https://waterlink.utah.gov/deqWater/reports.html?systemId=1921,Utah,Davis,Weber River,02-01-09,East Shore,296,296,295,0,0,0,0,0,0,0,0,1092.5,1092.5,1092,0.5,0,0,0,0,0,0,0,1092.5,0,0,1092.5,7857.21344721767,2594970.28498807
476,M & J Trailer Home Community,C,2627,https://waterlink.utah.gov/deqWater/reports.html?systemId=1746,Utah,Box Elder,Bear River,01-01-06,Tremonton,59,59,59,0,0,0,0,0,0,0,0,2.3,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,707.33510379018,25784.315292592
477,Oakridge Water Co.,C,2626,https://waterlink.utah.gov/deqWater/reports.html?systemId=1915,Utah,Summit,Weber River,02-01-06,East Canyon,79,79,79,0,0,0,0,0,0,0,0,6.44,6.44,6.44,0,0,0,0,0,0,0,0,0,0,0,0,4169.79679762683,571517.003832337
