OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,Region,SHAPE_Length,SHAPE_Area
297,Lakeview Water Co.,C,1658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1334,Utah,Weber,Weber River,2/1/2008,Ogden Valley,277,274,271,0,2,0,4,71.4,70.5,69.9,0,0.6,0,1,303,303,0,0,2019,Weber River,6522.147179,1575737.889
298,Huntsville Town Water System,C,1642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1200,Utah,Weber,Weber River,2/1/2008,Ogden Valley,776,122,113,3,6,0,654,734.4,115.2,106.8,2.9,5.5,0,619.2,200,0,200,0,2019,Weber River,20998.16585,4546594.04
299,Pineview West Water Co.,C,1663,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11285,Utah,Weber,Weber River,2/1/2008,Ogden Valley,295,124,115,9,0,0,171,36.4,15.3,14.1,1.2,0,0,21.1,90,90,0,0,2019,Weber River,8043.10099,1167700.737
300,Casey Acres Water Co.,C,1709,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11334,Utah,Weber,Weber River,2/1/2008,Ogden Valley,662,37,37,0,0,0,625,24.5,1.4,1.4,0,0,0,23.1,13,13,0,0,2019,Weber River,2640.748699,335050.2735
301,Eden Waterworks System,C,1640,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1276,Utah,Weber,Weber River,2/1/2008,Ogden Valley,323,103,91,11,1,0,220,403.6,128.5,113.5,13.8,1.1,0,275.1,402,184.7,217.3,0,2019,Weber River,30309.9292,20279816.28
302,Nordic Mountain Water Co.,C,1644,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1318,Utah,Weber,Weber River,2/1/2008,Ogden Valley,56,56,56,1,0,0,0,49,49,48.6,0.5,0,0,0,217,217,0,0,2019,Weber River,26298.93492,11307096.18
303,Wolf Creek Water and Sewer Improvement District,C,1648,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1365,Utah,Weber,Weber River,2/1/2008,Ogden Valley,126,37,35,2,0,0,89,425.4,124.9,118,6.9,0,0,300.5,872,823.6,48.4,0,2019,Weber River,19415.52725,7831693.8
304,North Ogden City,C,1645,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1143,Utah,Weber,Weber River,2/1/2009,East Shore,255,58,53,4,1,1,196,5711.6,1310.2,1183.6,91.3,20.1,15.2,4401.4,3680,1573.8,2106.2,0,2019,Weber River,24248.23094,19586698.65
305,Liberty Pipeline Co.,C,1643,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1078,Utah,Weber,Weber River,2/1/2008,Ogden Valley,142,137,137,0,0,0,4,232.9,225.6,225.6,0,0,0,7.4,488,326.6,161.4,0,2019,Weber River,33367.73942,9092329.581
306,Pleasant View Culinary Water,C,1649,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1033,Utah,Weber,Weber River,2/1/2009,East Shore,341,60,57,0,2,0,281,2984.7,523,500.8,3.7,16.1,2.4,2461.7,1510,1191.2,318.8,0,2019,Weber River,18570.6574,13819812.61
307,Hot Springs Trailer Court,C,75,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11343,Utah,Box Elder,Weber River,2/1/2009,East Shore,82,82,82,0,0,0,0,10.1,10.1,10.1,0,0,0,0,24.2,24.2,0,0,2019,Bear River,694.4514176,29114.70035
308,Coleman Mobile Home Park,C,74,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11335,Utah,Box Elder,Weber River,2/1/2009,East Shore,167,167,167,0,0,0,0,11.2,11.2,11.2,0,0,0,0,16,16,0,0,2019,Bear River,1046.8,35290.05
309,Fox Hill Mobile Home Community,C,73,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11341,Utah,Box Elder,Weber River,2/1/2009,East Shore,140,140,140,0,0,0,0,12.6,12.6,12.6,0,0,0,0,18,18,0,0,2019,Bear River,856.6787228,36266.083
310,Cole Canyon Water Co.,C,1708,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11278,Utah,Weber,Weber River,2/1/2008,Ogden Valley,1525,397,324,0,72,0,1128,64.9,16.9,13.8,0,3.1,0,48,116.2,0,116.2,0,2019,Weber River,4269.415558,904266.7443
311,Willard City,C,57,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1211,Utah,Box Elder,Weber River,2/1/2009,East Shore,305,188,170,7,11,0,117,692.7,427.4,386.5,15.5,25.4,0,265.3,1775.5,1614.1,161.4,0,2019,Bear River,19341.17132,17805735.09
312,Perry City,C,52,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1172,Utah,Box Elder,Bear River,1/1/2007,Brigham City,329,123,103,19,0,0,206,1842.8,686.2,578.1,107.4,0.8,0,1156.5,1452.7,1372,80.7,0,2019,Bear River,25578.20768,20674938.97
313,Woodruff Town Water System,C,762,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1333,Utah,Rich,Bear River,1/3/2002,Randolph,320,320,305,2,13,0,0,71.6,71.6,68.3,0.4,2.9,0,0,174.4,174.4,0,0,2019,Bear River,6197.54879,1141240.3
314,Corinne City Corp.,C,39,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1175,Utah,Box Elder,Bear River,1/1/2007,Brigham City,221,145,108,1,6,30,76,188.1,123.7,92.1,0.9,5.2,25.5,64.5,302.7,197.7,104.9,0,2019,Bear River,24791.09805,9556906.658
315,Paradise Town Water System,C,112,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1148,Utah,Cache,Bear River,1/1/2004,Cache Valley,2748,72,65,0,2,4,2676,3065.8,80.6,72.8,0.1,2.8,5,2985.2,524.6,427.7,96.9,0,2019,Bear River,9383.382985,3415458.452
316,Mountain Meadow ID,C,772,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11470,Utah,Rich,Bear River,1/3/2002,Randolph,191,191,191,0,0,0,0,12.9,12.9,12.9,0,0,0,0,0,0,0,0,2019,Bear River,1860.98759,208174.775
317,BRWCD - Harper Ward,C,87,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11304,Utah,Box Elder,Bear River,1/1/2007,Brigham City,284,156,155,1,0,0,128,114.4,62.9,62.7,0.2,0,0,51.5,0,0,0,0,2019,Bear River,20532.98015,3641102.791
318,Acme Water Co.,C,35,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1918,Utah,Box Elder,Bear River,1/1/2006,Tremonton,470,237,217,0,20,0,233,465.5,234.7,214.8,0.3,19.6,0,230.8,1089.5,686,403.5,0,2019,Bear River,20532.23264,5598413.988
319,Hyrum City,C,104,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1051,Utah,Cache,Bear River,1/1/2004,Cache Valley,457,249,78,3,17,152,208,4567.6,2489.3,777.2,26.8,169,1516.4,2078.3,7725,5039,2686,0,2019,Bear River,28039.933,11852917.98
320,Wellsville City Corp.,C,118,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1179,Utah,Cache,Bear River,1/1/2004,Cache Valley,390,168,145,14,8,2,223,2124.9,912.7,786.7,73.6,41.9,10.4,1212.2,3905.1,2129.6,1775.5,0,2019,Bear River,48498.12666,18654418.9
321,Randolph Town Water System,C,759,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1108,Utah,Rich,Bear River,1/3/2002,Randolph,801,757,441,226,90,0,44,435,411.2,239.4,122.8,49.1,0,23.8,988.2,807.1,181.1,0,2019,Bear River,12756.70144,3979480.047
322,Providence City Water System,C,113,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1213,Utah,Cache,Bear River,1/1/2004,Cache Valley,228,228,194,13,21,0,0,1991.9,1991.9,1692.9,112.2,186.8,0,0,5831.5,3811.7,2019.7,0,2019,Bear River,17423.3878,9722205.208
323,Deweyville Town,C,40,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1109,Utah,Box Elder,Bear River,1/1/2006,Tremonton,208,196,196,0,0,0,12,103.6,97.7,97.5,0,0.2,0,6,652.9,289.7,363.2,0,2019,Bear River,28277.89649,16305239.59
324,River Heights City,C,115,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1037,Utah,Cache,Bear River,1/1/2004,Cache Valley,241,167,154,4,9,0,73,628,436.5,401.9,10.2,24.3,0,191.5,2231.5,2231.5,0,0,2019,Bear River,10434.32039,2669501.601
325,Mendon City,C,107,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1145,Utah,Cache,Bear River,1/1/2004,Cache Valley,561,107,100,2,5,0,453,907.6,173.7,162.1,3.3,8.4,0,733.9,1195,309.1,161.4,724.5,2019,Bear River,21871.46729,3750620.953
326,Tremonton City Corp.,C,44,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1168,Utah,Box Elder,Bear River,1/1/2006,Tremonton,296,277,144,31,19,83,19,2850.3,2668.2,1387.3,298.8,179,803,182.2,4802,807.1,3994.9,0,2019,Bear River,47058.75088,19593506.69
327,"Cedar Ridge Distribution, Inc.",C,72,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1426,Utah,Box Elder,Bear River,1/1/2006,Tremonton,431,431,429,2,0,0,0,38.6,38.6,38.4,0.2,0,0,0,20.2,20.2,0,0,2019,Bear River,2754.462272,353180.0276
328,Ukon Water Co.,C,47,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1161,Utah,Box Elder,Bear River,1/1/2006,Tremonton,187,70,65,0,2,4,117,389.9,146.7,135.8,0,3.1,7.7,243.2,217.9,24.2,193.7,0,2019,Bear River,38818.1341,6614941.565
329,Laketown,C,758,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1230,Utah,Rich,Bear River,1/1/2001,Bear Lake,1086,646,568,49,29,0,440,340.5,202.5,178,15.3,9.2,0,137.9,207.1,0,207.1,0,2019,Bear River,14579.15687,6720549.163
330,Benson Water Culinary District,C,163,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1427,Utah,Cache,Bear River,1/1/2004,Cache Valley,321,321,238,2,7,74,0,242.5,242.5,179.6,1.6,5.6,55.7,0,695.2,695.2,0,0,2019,Bear River,33586.10887,36583060.65
331,Smithfield City,C,116,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1303,Utah,Cache,Bear River,1/1/2004,Cache Valley,289,191,169,11,10,1,98,3948.4,2615.8,2311.3,146.4,137.7,20.4,1332.6,5488.4,1775.5,3712.9,0,2019,Bear River,21520.22442,12610321.73
332,Riverside - North Garland Water Co.,C,48,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1328,Utah,Box Elder,Bear River,1/1/2006,Tremonton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,615,0,0,2019,Bear River,30978.16633,20031391.51
333,Newton Town Water System,C,109,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1371,Utah,Cache,Bear River,1/1/2004,Cache Valley,522,147,113,1,23,10,375,497.3,140,107.4,1.2,22.1,9.2,357.3,492.3,0,492.3,0,2019,Bear River,11551.80787,2580001.132
334,Plymouth Town,C,46,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1208,Utah,Box Elder,Bear River,1/1/2006,Tremonton,480,480,417,3,0,60,0,244.3,244.3,212.1,1.6,0,30.6,0,388.2,343,45.2,0,2019,Bear River,6373.36375,1598048.408
335,Amalga Town Culinary Water System,C,98,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1069,Utah,Cache,Bear River,1/1/2004,Cache Valley,1122,1122,459,0,1,663,0,653.7,653.7,267.1,0,0.4,386.2,0,1252.6,1252.6,0,0,2019,Bear River,25680.22918,9224757.688
336,Bridgerland Village Water Co.,C,756,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1271,Utah,Rich,Bear River,1/1/2001,Bear Lake,307,307,307,0,0,0,0,20.6,20.6,20.6,0,0,0,0,15.3,0.5,14.8,0,2019,Bear River,17167.08745,7132109.003
337,Clarkston Town Culinary Water,C,100,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1269,Utah,Cache,Bear River,1/1/2004,Cache Valley,428,428,385,0,20,23,0,349.7,349.7,314.4,0,16.1,19.2,0,1049.2,0,1049.2,0,2019,Bear River,11982.04339,3033710.432
338,Richmond City Water System,C,114,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1245,Utah,Cache,Bear River,1/1/2004,Cache Valley,300,297,126,19,78,75,3,921.3,912.3,385.3,59.4,238.5,229.1,9,1501.1,532.7,968.5,0,2019,Bear River,16652.2978,8964229.802
339,Trenton Town Water System,C,117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1097,Utah,Cache,Bear River,1/1/2004,Cache Valley,487,390,309,0,19,61,97,281,224.9,178.5,0,11.2,35.2,56.1,448.4,0,448.4,0,2019,Bear River,26823.37251,21289076.91
340,Garden City,C,757,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1095,Utah,Rich,Bear River,1/1/2001,Bear Lake,1912,1885,1046,818,21,0,27,1257.1,1239.5,687.9,537.9,13.6,0,17.6,1329.3,0,1322.5,6.8,2019,Bear River,42721.65072,18851538.08
341,Cove Waterworks,C,102,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1313,Utah,Cache,Bear River,1/1/2004,Cache Valley,509,146,144,0,2,0,363,39.9,11.5,11.3,0,0.2,0,28.5,35.2,3.5,31.7,0,2019,Bear River,5047.853489,609367.385
342,Goaslind Spring Water Works Co.,C,110,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1381,Utah,Cache,Bear River,1/1/2004,Cache Valley,179,179,137,5,0,37,0,9.4,9.4,7.2,0.3,0,2,0,80.7,0,80.7,0,2019,Bear River,3547.577525,437756.97
343,Lewiston City,C,105,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1081,Utah,Cache,Bear River,1/1/2004,Cache Valley,450,424,181,25,12,206,26,917.8,865.2,369.6,50.7,24.6,420.2,52.6,1633.4,807.1,826.3,0,2019,Bear River,51316.37498,65958257.63
344,High Creek Water Co.,C,152,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1066,Utah,Cache,Bear River,1/1/2004,Cache Valley,584,508,494,0,0,14,76,85.1,74,72,0,0,2,11.1,132,0,132,0,2019,Bear River,11314.77984,2906864.145
345,Cornish Town Water System,C,101,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1341,Utah,Cache,Bear River,1/1/2004,Cache Valley,221,186,92,11,1,82,35,77.9,65.5,32.4,3.9,0.3,28.8,12.5,228.8,129.1,99.7,0,2019,Bear River,23669.93876,14145891.98
346,Portage Municipal Water System,C,45,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1300,Utah,Box Elder,Bear River,1/1/2006,Tremonton,460,460,411,0,49,0,0,105.6,105.6,94.3,0,11.3,0,0,176.6,80.7,95.9,0,2019,Bear River,18499.16291,6668362.257
347,Interlaken Mutual Water Co.,C,1482,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1919,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,68,68,68,0,0,0,0,19.7,19.7,19.7,0,0,0,0,201.8,201.8,0,0,2019,Provo River,4576.701826,611420.113
348,Swiss Alpine Water Co.,C,1477,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11294,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,346,346,346,0,0,0,0,23.2,23.2,23.2,0,0,0,0,31.2,0,31.2,0,2019,Provo River,6257.137492,1024530.802
349,Midway City Water System,C,1446,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1215,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,488,221,188,26,0,6,268,2845.2,1286.2,1097.4,153.9,1.1,33.8,1559,2456.7,121.1,2335.6,0,2019,Provo River,30498.98482,20015485.96
350,Country Estates Mobile Home Park,C,1487,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11309,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,104,104,104,0,0,0,0,24.6,24.6,24.6,0,0,0,0,32.3,32.3,0,0,2019,Provo River,916.9072339,47990.69005
351,Snowville Town,C,53,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1008,Utah,Box Elder,West Desert,00-01-03,Curlew Valley,584,549,294,111,100,44,35,111.3,104.6,56,21.1,19,8.5,6.7,129.1,129.1,0,0,2019,Bear River,11173.2337,4594844.859
352,East Grouse Creek Pipeline Co.,C,43,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10976,Utah,Box Elder,West Desert,00-01-01,Grouse Creek,3514,3318,1936,69,415,899,195,78.7,74.3,43.4,1.5,9.3,20.1,4.4,92.3,24.5,67.8,0,2019,Bear River,10055.51702,1574556.82
353,Ophir Canyon Water Association,C,1192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1326,Utah,Tooele,West Desert,00-05-01,Rush Valley,458,458,458,0,0,0,0,20.5,20.5,20.5,0,0,0,0,57.8,41.7,16.1,0,2019,Salt Lake,3445.707356,221689.885
354,Dugway - English Village,C,1228,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1235,Utah,Tooele,West Desert,00-04-00,Skull Valley,948,665,466,91,36,71,282,551.9,387.6,271.6,53.2,21.2,41.6,164.3,2058,2058,0,0,2019,Salt Lake,6685.827251,2532401.854
355,Grantsville City,C,1189,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1077,Utah,Tooele,West Desert,00-05-02,Tooele Valley,227,126,86,36,3,0,101,2831.1,1569,1079.8,451.7,37.5,0,1262.2,3393.7,3393.7,0,0,2019,Salt Lake,63928.77591,82601692.92
356,Stansbury Park Improvement District,C,1190,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1244,Utah,Tooele,West Desert,00-05-02,Tooele Valley,336,216,169,6,40,1,120,3975.4,2555.2,1993.5,73.7,478.7,9.4,1420.2,4802,4802,0,0,2019,Salt Lake,34894.09708,17270997.11
357,Erda Acres Water Co.,C,1227,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1423,Utah,Tooele,West Desert,00-05-02,Tooele Valley,205,205,203,0,3,0,0,233.6,233.6,230.6,0,3,0,0,500.2,500.2,0,0,2019,Salt Lake,2890.269273,421036.08
358,Stockton Town Water System,C,1196,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1049,Utah,Tooele,West Desert,00-05-01,Rush Valley,203,201,182,11,8,0,1,165.8,164.6,149.2,9.1,6.3,0,1.2,1129.9,484.2,645.7,0,2019,Salt Lake,17658.92348,6129073.96
359,Vernon Waterworks SSD,C,1193,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1128,Utah,Tooele,West Desert,00-05-01,Rush Valley,82,82,59,3,12,7,0,27.5,27.5,19.9,1.1,4.2,2.4,0,44.4,44.4,0,0,2019,Salt Lake,24145.54172,21455519.29
360,Wendover City Water System,C,1194,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1006,Utah,Tooele,West Desert,00-02-01,North GSL Desert,229,229,49,87,35,58,0,386.6,386.6,83.1,146.8,59.1,97.6,0,4184.4,0,4184.4,0,2019,Salt Lake,18898.36713,16299031.15
361,Tooele City Water System,C,1191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1232,Utah,Tooele,West Desert,00-05-02,Tooele Valley,145,142,112,16,11,3,3,5547.3,5439.3,4293.9,616.5,406.4,122.5,108,8893.8,8893.8,0,0,2019,Salt Lake,49960.73577,55369586.25
362,Lincoln Culinary Water Association,C,1195,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1162,Utah,Tooele,West Desert,00-05-02,Tooele Valley,57,53,48,0,5,0,4,73.9,68.7,62.3,0,6.4,0,5.2,126.1,44.4,81.8,0,2019,Salt Lake,11470.83201,4149360.705
363,Howell Town Water System,C,50,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1155,Utah,Box Elder,West Desert,00-07-02,Promontory Point,296,296,242,0,18,36,0,84.6,84.6,69.2,0,5.1,10.4,0,195.9,173.9,22,0,2019,Bear River,38616.17606,90611999.13
364,Silver Spur Ranchos,C,1243,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11287,Utah,Tooele,West Desert,00-05-02,Tooele Valley,439,439,439,0,0,0,0,49.2,49.2,49.2,0,0,0,0,25,25,0,0,2019,Salt Lake,5317.867005,879421.555
365,Hanna Water & Sewer Improvement District,C,344,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10912,Utah,Duchesne,Uintah,7/3/2007,Tabiona,624,264,262,1,0,0,361,202.9,85.6,85.2,0.4,0,0,117.3,43.6,11.3,32.4,0,2019,Green River,58811.64126,61810210.46
366,Duchesne Water System,C,296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1004,Utah,Duchesne,Uintah,7/3/2004,Starvation Reservoir,485,190,155,33,1,1,295,961.8,376.1,306.4,66.4,1.7,1.6,585.7,7801.5,0,0,7801.5,2019,Green River,24103.77186,16024021.9
367,South Duchesne Culinary Water,C,2398,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11349,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,133,133,133,0,0,0,0,78.1,78.1,78.1,0,0,0,0,726.4,0,0,726.4,2019,Green River,20040.35429,16044602.59
368,Timber Lakes Water SSD,C,1484,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1406,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,79,79,79,0,0,0,0,53.9,53.9,53.8,0,0.1,0,0,192,0,192,0,2019,Provo River,24592.85304,30094268.42
369,Twin Creeks SSD,C,1505,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1453,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,423,84,82,1,1,0,339,1203.3,239,233.8,2.1,3.2,0,964.3,247.7,0,0,247.7,2019,Provo River,56205.38046,64879083.62
370,Woodland Mutual Water Co.,C,1087,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1019,Utah,Summit,Utah Lake,4/1/2006,Woodland,270,262,259,2,0,0,8,86.1,83.6,82.7,0.8,0.1,0,2.5,97,48.5,48.5,0,2019,Weber River,17637.58185,3973926.861
371,Roy City Water System,C,1651,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1065,Utah,Weber,Weber River,2/1/2009,East Shore,172,65,54,9,1,0,107,7760.3,2936.2,2457.2,421,58,0,4824.2,1804,1804,0,0,2019,Weber River,35524.69515,20078350.63
372,Hooper WID,C,1641,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Weber,Weber River,2/1/2009,East Shore,263,76,74,1,2,0,187,4871.3,1409.6,1367.8,11.6,30.2,0,3461.7,2342.6,2342.6,0,0,2019,Weber River,59117.64595,32504491.3
373,Three Points Center,C,1592,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11360,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,169,169,0,169,0,0,0,14.2,14.2,0,14.2,0,0,0,28,28,0,0,2019,Lower Colorado River South,1803.710771,105661.0937
374,West Warren - Warren Improvement District,C,1710,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1360,Utah,Weber,Weber River,2/1/2009,East Shore,379,227,209,0,0,18,152,529.1,316.8,291.5,0,0.3,25,212.3,0,0,0,0,2019,Weber River,45498.37542,38951523.48
375,Mutton Hollow ID,C,267,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1014,Utah,Davis,Weber River,2/1/2009,East Shore,432,159,158,0,1,0,273,403.7,148.7,148.2,0,0.5,0,254.9,0,0,0,0,2019,Weber River,13299.21254,1804489.711
376,High Valley Water Co.,C,1090,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1370,Utah,Summit,Weber River,2/1/2006,East Canyon,91,91,91,0,0,0,0,79.8,79.8,79.8,0,0,0,0,453,453,0,0,2019,Weber River,5032.234402,1326826.286
377,Spring Mountain Mutual Water Co.,C,1701,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11291,Utah,Weber,Weber River,2/1/2008,Ogden Valley,899,899,826,0,42,31,0,35.2,35.2,32.4,0,1.6,1.2,0,32.6,0,32.6,0,2019,Weber River,1922.375693,176055.7606
